"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop"
"DF1",0.2,0,0,0,1,0,1,1,1,4,1081,0.00370027752081406,0.00370027752081406
"DF1",0.2,0,1,0,2,0,0,0,0,3,823,0.00364520048602673,0.00364520048602673
"DF1",0.2,0,2,0,16,11,2,2,4,37,1006,0.036779324055666,0.036779324055666
"DF1",0.2,0,0,0,1,0,0,0,0,1,1464,0.000683060109289617,0.000683060109289617
"DF1",0.2,0,0,0,3,0,1,3,0,7,2598,0.00269438029253272,0.00269438029253272
"DF1",0.2,0,1,0,0,1,0,0,0,2,731,0.0027359781121751,0.0027359781121751
"DF1",0.2,0,0,0,0,1,0,1,0,2,1823,0.00109709270433352,0.00109709270433352
"DF1",0.2,17,195,19,451,725,62,534,1404,3407,21354,0.159548562330243,0.159548562330243
"DF1",0.2,0,0,0,1,0,0,1,0,2,934,0.00214132762312634,0.00214132762312634
"DF1",0.2,0,0,0,0,1,0,1,0,2,1574,0.00127064803049555,0.00127064803049555
"DF1",0.2,0,0,0,3,1,0,0,1,5,2069,0.00241662638956017,0.00241662638956017
"DF1",0.2,3,4,1,40,128,4,4,21,205,1110,0.184684684684685,0.184684684684685
"DF1",0.2,0,0,0,3,5,1,2,1,12,2552,0.00470219435736677,0.00470219435736677
"DF1",0.2,0,0,0,0,0,0,0,0,0,1144,0,0
"DF1",0.2,0,0,0,4,0,0,0,0,4,1149,0.00348128807658834,0.00348128807658834
"DF1",0.2,0,0,0,0,1,0,1,0,2,1107,0.001806684733514,0.001806684733514
"DF1",0.2,0,0,0,1,0,0,0,0,1,797,0.00125470514429109,0.00125470514429109
"DF1",0.2,0,0,0,2,2,0,1,1,6,1175,0.0051063829787234,0.0051063829787234
"DF1",0.2,0,0,0,0,1,1,1,2,5,2217,0.002255299954894,0.002255299954894
"DF1",0.2,0,0,0,1,1,1,1,0,4,1747,0.00228963938179737,0.00228963938179737
"DF1",0.2,0,0,0,1,2,0,0,0,3,639,0.00469483568075117,0.00469483568075117
"DF1",0.2,0,0,0,4,4,1,8,9,26,9908,0.00262414210738797,0.00262414210738797
"DF1",0.2,0,0,0,0,1,0,1,1,3,900,0.00333333333333333,0.00333333333333333
"DF1",0.2,0,0,0,7,7,5,7,6,32,5605,0.00570918822479929,0.00570918822479929
"DF1",0.2,1,0,0,1,0,0,1,0,3,814,0.00368550368550369,0.00368550368550369
"DF1",0.2,0,0,0,0,1,0,0,1,2,751,0.00266311584553928,0.00266311584553928
"DF1",0.2,0,0,0,0,1,0,1,2,4,1735,0.00230547550432277,0.00230547550432277
"DF1",0.2,31,43,30,519,299,224,375,478,1999,9771,0.204584996417972,0.204584996417972
"DF1",0.2,2,10,3,297,119,38,58,102,629,2005,0.313715710723192,0.313715710723192
"DF1",0.2,0,4,2,9,14,5,13,11,58,1278,0.0453834115805947,0.0453834115805947
"DF1",0.2,0,6,1,47,23,6,33,21,137,824,0.16626213592233,0.16626213592233
"DF1",0.2,0,0,0,0,2,0,0,0,2,974,0.00205338809034908,0.00205338809034908
"DF1",0.2,0,0,0,0,0,0,1,0,1,1321,0.000757002271006813,0.000757002271006813
"DF1",0.2,0,0,0,1,0,0,0,0,1,788,0.00126903553299492,0.00126903553299492
"DF1",0.2,0,2,0,5,7,0,3,4,21,6487,0.00323724371820564,0.00323724371820564
"DF1",0.2,0,0,0,0,0,0,2,2,4,2205,0.0018140589569161,0.0018140589569161
"DF1",0.2,0,0,0,0,0,0,0,2,2,917,0.00218102508178844,0.00218102508178844
"DF1",0.2,0,0,0,0,2,1,0,1,4,627,0.00637958532695375,0.00637958532695375
"DF1",0.2,0,0,0,0,0,0,0,0,0,656,0,0
"DF1",0.2,0,0,0,2,0,1,1,1,5,1251,0.00399680255795364,0.00399680255795364
"DF1",0.2,0,0,0,2,0,0,0,1,3,1632,0.00183823529411765,0.00183823529411765
"DF1",0.2,0,0,0,0,2,1,1,0,4,1186,0.00337268128161889,0.00337268128161889
"DF1",0.2,0,0,0,5,5,1,2,5,18,2518,0.00714853057982526,0.00714853057982526
"DF1",0.2,0,0,0,0,0,0,2,0,2,1224,0.00163398692810458,0.00163398692810458
"DF1",0.2,0,0,0,2,1,0,0,2,5,1477,0.003385240352065,0.003385240352065
"DF1",0.2,0,0,0,2,1,0,0,0,3,666,0.0045045045045045,0.0045045045045045
"DF1",0.2,0,3,1,122,46,8,31,32,243,1489,0.163196776359973,0.163196776359973
"DF1",0.2,0,0,0,1,2,0,0,0,3,1324,0.00226586102719033,0.00226586102719033
"DF1",0.2,0,1,1,2,0,1,1,2,8,1601,0.00499687695190506,0.00499687695190506
"DF1",0.2,0,0,0,0,0,0,1,0,1,813,0.001230012300123,0.001230012300123
"DF1",0.2,0,0,0,0,0,0,0,0,0,850,0,0
"DF1",0.2,0,0,0,0,0,1,0,3,4,1129,0.00354295837023915,0.00354295837023915
"DF1",0.2,0,1,0,6,4,1,5,5,22,5936,0.00370619946091644,0.00370619946091644
"DF1",0.2,0,2,0,5,2,5,6,7,27,6842,0.00394621455714703,0.00394621455714703
"DF1",0.2,0,0,0,1,0,1,1,3,6,1311,0.0045766590389016,0.0045766590389016
"DF1",0.2,0,0,0,1,1,0,1,0,3,795,0.00377358490566038,0.00377358490566038
"DF1",0.2,2,23,1,36,20,9,22,11,124,1119,0.110813226094727,0.110813226094727
"DF1",0.2,1,2,0,4,2,1,7,6,23,6337,0.00362947767082216,0.00362947767082216
"DF1",0.2,1,4,2,46,28,2,14,26,123,677,0.181683899556869,0.181683899556869
"DF1",0.2,1,0,0,0,1,0,0,0,2,1063,0.00188146754468485,0.00188146754468485
"DF1",0.2,0,0,0,3,0,2,0,4,9,2670,0.00337078651685393,0.00337078651685393
"DF1",0.2,0,0,0,0,0,0,0,1,1,1197,0.000835421888053467,0.000835421888053467
"DF1",0.2,4,8,4,284,139,6,215,177,837,3436,0.243597206053551,0.243597206053551
"DF1",0.2,0,0,0,0,0,0,1,1,2,1438,0.00139082058414465,0.00139082058414465
"DF1",0.2,0,1,0,2,2,0,4,1,10,2453,0.0040766408479413,0.0040766408479413
"DF1",0.2,0,3,1,26,22,7,22,15,96,26232,0.00365965233302836,0.00365965233302836
"DF1",0.2,14,14,27,46,67,42,113,19,342,1328,0.257530120481928,0.257530120481928
"DF1",0.2,0,0,0,2,2,1,0,2,7,1788,0.00391498881431767,0.00391498881431767
"DF1",0.2,0,1,0,17,7,2,3,3,33,859,0.0384167636786962,0.0384167636786962
"DF1",0.2,0,0,0,0,1,0,1,0,2,814,0.00245700245700246,0.00245700245700246
"DF1",0.2,3,7,6,83,49,47,58,85,338,2363,0.143038510368176,0.143038510368176
"DF1",0.2,0,0,0,1,0,0,0,0,1,783,0.00127713920817369,0.00127713920817369
"DF1",0.2,0,0,0,2,0,0,2,1,5,995,0.0050251256281407,0.0050251256281407
"DF1",0.2,0,0,0,0,0,0,0,1,1,809,0.00123609394313968,0.00123609394313968
"DF1",0.2,0,1,0,1,1,2,3,3,11,2178,0.00505050505050505,0.00505050505050505
"DF1",0.2,0,1,0,5,7,0,2,3,18,6004,0.00299800133244504,0.00299800133244504
"DF1",0.2,0,0,0,0,2,1,0,1,4,1369,0.0029218407596786,0.0029218407596786
"DF1",0.2,0,0,0,1,1,0,0,0,2,1236,0.00161812297734628,0.00161812297734628
"DF1",0.2,0,0,0,0,2,0,3,2,7,3302,0.00211992731677771,0.00211992731677771
"DF1",0.2,1,0,0,1,0,0,0,1,3,1348,0.00222551928783383,0.00222551928783383
"DF1",0.2,0,0,0,0,0,1,0,3,4,773,0.00517464424320828,0.00517464424320828
"DF1",0.2,0,1,0,1,1,0,0,0,3,634,0.00473186119873817,0.00473186119873817
"DF1",0.2,0,2,0,12,12,5,4,14,49,11240,0.00435943060498221,0.00435943060498221
"DF1",0.2,5,5,7,61,19,1,0,6,104,773,0.134540750323415,0.134540750323415
"DF1",0.2,4,3,3,65,32,0,36,45,188,839,0.224076281287247,0.224076281287247
"DF1",0.2,0,0,0,1,1,0,1,0,3,1860,0.00161290322580645,0.00161290322580645
"DF1",0.2,0,0,0,5,0,1,0,0,6,1264,0.00474683544303797,0.00474683544303797
"DF1",0.2,0,0,0,0,0,0,2,2,4,2327,0.00171895143962183,0.00171895143962183
"DF1",0.2,0,13,1,28,11,1,3,11,68,3076,0.0221066319895969,0.0221066319895969
"DF1",0.2,0,0,0,1,1,0,1,1,4,1476,0.002710027100271,0.002710027100271
"DF1",0.2,0,0,0,7,2,3,5,9,26,3765,0.00690571049136786,0.00690571049136786
"DF1",0.2,0,0,1,3,4,1,3,4,16,4557,0.00351108185209568,0.00351108185209568
"DF1",0.2,0,0,0,0,0,0,0,0,0,651,0,0
"DF1",0.2,0,0,0,1,1,0,0,0,2,1151,0.00173761946133797,0.00173761946133797
"DF1",0.2,0,0,1,4,2,0,3,0,10,4289,0.00233154581487526,0.00233154581487526
"DF1",0.2,0,1,0,16,17,6,10,18,68,18287,0.00371848854377427,0.00371848854377427
"DF1",0.2,10,59,25,413,498,199,388,511,2103,9771,0.215228738102548,0.215228738102548
"DF1",0.2,0,0,0,0,1,0,2,1,4,1211,0.00330305532617671,0.00330305532617671
"DF1",0.2,2,0,0,18,14,0,1,3,38,1267,0.0299921073401736,0.0299921073401736
"DF1",0.2,0,0,0,0,0,0,0,1,1,908,0.00110132158590308,0.00110132158590308
"DF1",0.2,0,0,1,0,1,0,0,0,2,626,0.00319488817891374,0.00319488817891374
"DF1",0.2,0,0,0,2,2,0,0,0,4,2076,0.00192678227360308,0.00192678227360308
"DF1",0.2,1,0,0,0,1,1,1,3,7,3229,0.00216785382471353,0.00216785382471353
"DF1",0.2,0,0,0,0,0,0,0,1,1,648,0.00154320987654321,0.00154320987654321
"DF1",0.2,0,0,0,3,5,2,10,2,22,4839,0.00454639388303368,0.00454639388303368
"DF1",0.2,0,0,0,0,1,2,1,4,8,1788,0.00447427293064877,0.00447427293064877
"DF1",0.2,0,0,0,0,1,1,1,1,4,1047,0.00382043935052531,0.00382043935052531
"DF1",0.2,0,0,0,4,8,1,0,3,16,1563,0.0102367242482406,0.0102367242482406
"DF1",0.2,0,0,0,1,0,0,1,1,3,1055,0.0028436018957346,0.0028436018957346
"DF1",0.2,0,0,0,1,0,0,0,1,2,1021,0.0019588638589618,0.0019588638589618
"DF1",0.2,0,0,0,0,0,1,1,1,3,1031,0.002909796314258,0.002909796314258
"DF1",0.2,2,6,1,78,12,6,24,23,152,1322,0.114977307110439,0.114977307110439
"DF1",0.2,0,0,0,4,3,1,3,2,13,1141,0.0113935144609991,0.0113935144609991
"DF1",0.2,4,19,0,1,121,0,0,53,198,2931,0.067553735926305,0.067553735926305
"DF1",0.2,0,0,0,0,1,1,0,1,3,991,0.00302724520686176,0.00302724520686176
"DF1",0.2,0,0,0,1,0,0,0,0,1,1091,0.000916590284142988,0.000916590284142988
"DF1",0.2,0,0,0,0,0,0,5,0,5,1011,0.00494559841740851,0.00494559841740851
"DF1",0.2,0,0,0,0,0,0,0,0,0,792,0,0
"DF1",0.2,0,0,0,0,0,0,1,1,2,1094,0.00182815356489945,0.00182815356489945
"DF1",0.2,0,0,0,0,1,0,0,2,3,1177,0.00254885301614274,0.00254885301614274
"DF1",0.2,0,0,0,0,0,0,1,0,1,1005,0.00099502487562189,0.00099502487562189
"DF1",0.2,2,6,3,149,62,7,22,62,313,1087,0.287948482060718,0.287948482060718
"DF1",0.2,0,0,0,3,5,0,0,7,15,718,0.020891364902507,0.020891364902507
"DF1",0.2,2,15,4,136,51,45,86,87,426,6996,0.0608919382504288,0.0608919382504288
"DF1",0.2,0,0,0,0,1,1,3,0,5,1171,0.00426985482493595,0.00426985482493595
"DF1",0.2,0,0,0,0,1,0,2,3,6,1590,0.00377358490566038,0.00377358490566038
"DF1",0.2,0,0,0,0,0,0,0,0,0,852,0,0
"DF1",0.2,0,0,0,0,0,0,0,0,0,1247,0,0
"DF1",0.2,0,1,0,0,1,0,0,1,3,759,0.00395256916996047,0.00395256916996047
"DF1",0.2,0,0,1,0,0,0,0,0,1,664,0.00150602409638554,0.00150602409638554
"DF1",0.2,0,0,0,1,2,2,0,1,6,1172,0.00511945392491468,0.00511945392491468
"DF1",0.2,0,1,1,8,4,4,5,12,35,5926,0.00590617617279784,0.00590617617279784
"DF1",0.2,0,0,0,2,3,1,0,1,7,2914,0.00240219629375429,0.00240219629375429
"DF1",0.2,0,0,0,0,0,1,1,1,3,1445,0.00207612456747405,0.00207612456747405
"DF1",0.2,1,1,7,36,19,11,22,22,119,1543,0.0771224886584576,0.0771224886584576
"DF1",0.2,0,1,1,2,1,0,0,0,5,2049,0.00244021473889702,0.00244021473889702
"DF1",0.2,0,0,0,0,1,0,1,0,2,683,0.00292825768667643,0.00292825768667643
"DF1",0.2,0,7,3,111,52,23,74,64,334,1556,0.214652956298201,0.214652956298201
"DF1",0.2,0,0,0,0,1,1,0,1,3,1489,0.00201477501678979,0.00201477501678979
"DF1",0.2,0,0,0,0,2,1,0,2,5,802,0.00623441396508728,0.00623441396508728
"DF1",0.2,0,0,0,1,0,0,1,2,4,711,0.00562587904360056,0.00562587904360056
"DF1",0.2,0,0,0,0,0,0,0,1,1,1377,0.000726216412490922,0.000726216412490922
"DF1",0.2,0,1,0,4,0,2,0,2,9,1999,0.00450225112556278,0.00450225112556278
"DF1",0.2,0,0,0,1,0,0,0,0,1,686,0.00145772594752187,0.00145772594752187
"DF1",0.2,2,6,2,39,29,21,31,41,171,1306,0.13093415007657,0.13093415007657
"DF1",0.2,0,1,0,0,8,0,3,3,15,3540,0.00423728813559322,0.00423728813559322
"DF1",0.2,1,0,0,2,4,0,2,1,10,2565,0.00389863547758285,0.00389863547758285
"DF1",0.2,0,0,0,2,0,0,2,0,4,2357,0.00169707254985151,0.00169707254985151
"DF1",0.2,0,1,1,6,10,2,5,3,28,1155,0.0242424242424242,0.0242424242424242
"DF1",0.2,10,8,15,138,103,63,45,123,505,3344,0.151016746411483,0.151016746411483
"DF1",0.2,0,0,0,0,0,1,0,0,1,956,0.00104602510460251,0.00104602510460251
"DF1",0.2,0,0,0,0,1,0,1,0,2,835,0.00239520958083832,0.00239520958083832
"DF1",0.2,0,0,0,0,1,0,1,2,4,1781,0.00224592925322852,0.00224592925322852
"DF1",0.2,0,0,0,1,2,0,0,0,3,1417,0.00211714890613973,0.00211714890613973
"DF1",0.2,1,5,5,24,16,9,17,32,109,817,0.133414932680539,0.133414932680539
"DF1",0.2,0,0,0,0,2,0,0,0,2,965,0.00207253886010363,0.00207253886010363
"DF1",0.2,49,33,12,1,277,79,2,2,455,2032,0.223917322834646,0.223917322834646
"DF1",0.2,0,2,1,3,7,1,1,6,21,1085,0.0193548387096774,0.0193548387096774
"DF1",0.2,0,0,0,0,0,0,1,0,1,688,0.00145348837209302,0.00145348837209302
"DF1",0.2,0,2,1,99,20,3,18,20,163,887,0.183765501691094,0.183765501691094
"DF1",0.2,2,5,1,0,85,15,89,45,242,1005,0.240796019900498,0.240796019900498
"DF1",0.2,0,0,0,2,2,0,2,0,6,1012,0.00592885375494071,0.00592885375494071
"DF1",0.2,0,0,0,1,1,0,0,2,4,1018,0.00392927308447937,0.00392927308447937
"DF1",0.2,0,0,1,0,1,1,2,1,6,1247,0.00481154771451484,0.00481154771451484
"DF1",0.2,0,0,0,0,0,0,1,2,3,1010,0.00297029702970297,0.00297029702970297
"DF1",0.2,0,0,0,1,0,1,1,1,4,1710,0.00233918128654971,0.00233918128654971
"DF1",0.2,0,0,0,1,2,0,0,1,4,659,0.00606980273141123,0.00606980273141123
"DF1",0.2,1,5,3,33,11,7,12,0,72,1046,0.0688336520076482,0.0688336520076482
"DF1",0.2,6,12,11,704,220,57,106,191,1307,2742,0.476659372720642,0.476659372720642
"DF1",0.2,0,0,1,1,1,1,0,1,5,768,0.00651041666666667,0.00651041666666667
"DF1",0.2,0,0,0,2,1,0,0,0,3,1043,0.00287631831255992,0.00287631831255992
"DF1",0.2,0,0,1,13,5,1,2,8,30,5601,0.00535618639528656,0.00535618639528656
"DF1",0.2,0,0,0,2,0,0,0,0,2,821,0.00243605359317905,0.00243605359317905
"DF1",0.2,1,4,0,8,23,0,13,1,50,1178,0.0424448217317487,0.0424448217317487
"DF1",0.2,0,1,0,1,3,1,3,3,12,723,0.016597510373444,0.016597510373444
"DF1",0.2,0,0,0,0,0,0,1,0,1,823,0.00121506682867558,0.00121506682867558
"DF1",0.2,0,0,0,1,0,0,0,0,1,690,0.00144927536231884,0.00144927536231884
"DF1",0.2,0,0,0,0,2,1,0,1,4,1159,0.00345125107851596,0.00345125107851596
"DF1",0.2,0,0,0,2,1,1,1,3,8,3250,0.00246153846153846,0.00246153846153846
"DF1",0.2,1,3,5,153,99,41,70,92,464,1666,0.278511404561825,0.278511404561825
"DF1",0.2,0,0,0,3,0,1,0,0,4,841,0.00475624256837099,0.00475624256837099
"DF1",0.2,0,0,0,0,0,0,0,1,1,1333,0.000750187546886722,0.000750187546886722
"DF1",0.2,0,0,0,3,0,1,0,1,5,778,0.006426735218509,0.006426735218509
"DF1",0.2,0,0,0,1,1,0,0,0,2,1127,0.00177462289263532,0.00177462289263532
"DF1",0.2,0,0,1,2,0,0,0,2,5,1235,0.00404858299595142,0.00404858299595142
"DF1",0.2,0,1,0,1,4,0,2,1,9,937,0.0096051227321238,0.0096051227321238
"DF1",0.2,0,0,0,5,0,0,1,0,6,721,0.00832177531206657,0.00832177531206657
"DF1",0.2,1,0,0,0,1,0,0,1,3,955,0.0031413612565445,0.0031413612565445
"DF1",0.2,0,0,0,0,2,0,3,0,5,1757,0.00284575981787137,0.00284575981787137
"DF1",0.2,0,0,0,0,1,0,0,1,2,657,0.0030441400304414,0.0030441400304414
"DF1",0.2,0,0,0,2,4,0,3,1,10,3042,0.00328731097961867,0.00328731097961867
"DF1",0.2,0,0,1,1,0,0,0,0,2,704,0.00284090909090909,0.00284090909090909
"DF1",0.2,0,0,3,2,2,0,2,3,12,4373,0.00274411159387148,0.00274411159387148
"DF1",0.2,0,1,0,0,0,0,2,0,3,1213,0.00247320692497939,0.00247320692497939
"DF1",0.2,0,2,1,7,9,2,3,3,27,9678,0.0027898326100434,0.0027898326100434
"DF1",0.2,0,0,0,1,0,0,0,0,1,1014,0.000986193293885602,0.000986193293885602
"DF1",0.2,0,1,0,8,12,2,4,9,36,10367,0.00347255715250313,0.00347255715250313
"DF1",0.2,1,6,1,10,34,1,7,7,67,2789,0.0240229472929365,0.0240229472929365
"DF1",0.2,0,0,0,4,1,1,1,1,8,1894,0.00422386483632524,0.00422386483632524
"DF1",0.2,2,4,4,44,56,13,9,5,137,1513,0.0905485789821547,0.0905485789821547
"DF1",0.2,0,0,0,2,1,0,1,0,4,646,0.00619195046439629,0.00619195046439629
"DF1",0.2,0,0,0,1,0,0,1,0,2,1697,0.00117855038302887,0.00117855038302887
"DF1",0.2,0,40,1,97,135,34,29,32,368,1756,0.209567198177677,0.209567198177677
"DF1",0.2,0,0,0,1,0,0,0,2,3,912,0.00328947368421053,0.00328947368421053
"DF1",0.2,0,1,0,2,1,0,1,3,8,1067,0.00749765698219306,0.00749765698219306
"DF1",0.2,0,0,0,3,1,1,4,3,12,2482,0.0048348106365834,0.0048348106365834
"DF1",0.2,0,0,0,0,0,0,0,0,0,681,0,0
"DF1",0.2,0,0,0,0,1,0,1,0,2,734,0.00272479564032698,0.00272479564032698
"DF1",0.2,0,0,0,1,0,1,0,1,3,816,0.00367647058823529,0.00367647058823529
"DF1",0.2,0,0,1,4,5,1,6,4,21,4295,0.00488940628637951,0.00488940628637951
"DF1",0.2,0,0,0,0,1,1,0,1,3,714,0.00420168067226891,0.00420168067226891
"DF1",0.2,1,0,0,3,9,0,1,3,17,887,0.0191657271702368,0.0191657271702368
"DF1",0.2,0,0,0,0,3,0,1,0,4,978,0.00408997955010225,0.00408997955010225
"DF1",0.2,0,0,0,0,0,0,0,0,0,875,0,0
"DF1",0.2,0,0,1,3,3,1,2,1,11,1847,0.00595560368164591,0.00595560368164591
"DF1",0.2,0,0,0,4,0,1,2,6,13,6374,0.00203953561342956,0.00203953561342956
"DF1",0.2,0,0,0,1,1,0,1,7,10,1012,0.00988142292490119,0.00988142292490119
"DF1",0.2,0,0,0,5,0,0,2,1,8,1120,0.00714285714285714,0.00714285714285714
"DF1",0.2,0,1,0,0,0,1,0,2,4,1191,0.00335852225020991,0.00335852225020991
"DF1",0.2,0,0,0,0,0,0,0,1,1,1328,0.000753012048192771,0.000753012048192771
"DF1",0.2,0,0,0,1,0,0,0,1,2,1067,0.00187441424554827,0.00187441424554827
"DF1",0.2,0,0,0,0,2,0,0,0,2,646,0.00309597523219814,0.00309597523219814
"DF1",0.2,1,0,0,4,5,2,4,5,21,6178,0.00339915830365814,0.00339915830365814
"DF1",0.2,0,0,0,0,0,0,0,1,1,869,0.00115074798619102,0.00115074798619102
"DF1",0.2,0,0,0,0,0,0,0,3,3,1528,0.00196335078534031,0.00196335078534031
"DF1",0.2,0,1,0,7,3,1,2,4,18,2339,0.00769559640872168,0.00769559640872168
"DF1",0.2,0,0,0,0,0,0,2,4,6,2753,0.00217944061024337,0.00217944061024337
"DF1",0.2,1,0,2,6,9,0,4,4,26,2101,0.0123750594954783,0.0123750594954783
"DF1",0.2,0,0,0,4,11,7,5,24,51,3950,0.0129113924050633,0.0129113924050633
"DF1",0.2,2,5,1,28,60,4,34,26,160,690,0.231884057971014,0.231884057971014
"DF1",0.2,0,1,0,3,0,1,2,3,10,2261,0.00442282176028306,0.00442282176028306
"DF1",0.2,0,0,0,0,0,0,0,1,1,1067,0.000937207122774133,0.000937207122774133
"DF1",0.2,2,7,6,12,48,4,33,56,168,1170,0.143589743589744,0.143589743589744
"DF1",0.2,0,1,0,45,9,8,25,42,130,1263,0.102929532858274,0.102929532858274
"DF1",0.2,0,0,0,0,0,0,1,2,3,1403,0.00213827512473272,0.00213827512473272
"DF1",0.2,4,3,0,86,38,14,16,29,190,719,0.264255910987483,0.264255910987483
"DF1",0.2,0,1,0,0,2,1,0,1,5,836,0.00598086124401914,0.00598086124401914
"DF1",0.2,0,0,0,4,3,0,1,1,9,908,0.00991189427312775,0.00991189427312775
"DF1",0.2,5,9,7,103,122,25,65,65,401,1842,0.217698154180239,0.217698154180239
"DF1",0.2,0,0,0,2,3,0,5,4,14,3059,0.0045766590389016,0.0045766590389016
"DF1",0.2,1,0,2,42,46,35,36,40,202,659,0.306525037936267,0.306525037936267
"DF1",0.2,0,0,0,0,1,0,0,1,2,1127,0.00177462289263532,0.00177462289263532
"DF1",0.2,0,1,0,0,0,0,0,0,1,1454,0.000687757909215956,0.000687757909215956
"DF1",0.2,0,0,0,1,1,0,0,2,4,882,0.00453514739229025,0.00453514739229025
"DF1",0.2,1,0,0,0,0,0,0,0,1,1021,0.000979431929480901,0.000979431929480901
"DF1",0.2,3,6,5,185,56,7,103,101,466,1573,0.296249205340114,0.296249205340114
"DF1",0.2,0,0,0,6,4,0,4,3,17,3112,0.00546272493573265,0.00546272493573265
"DF1",0.2,1,0,0,3,4,4,4,6,22,4367,0.00503778337531486,0.00503778337531486
"DF1",0.2,0,0,0,2,2,0,1,2,7,1765,0.00396600566572238,0.00396600566572238
"DF1",0.2,0,0,0,0,0,0,1,1,2,827,0.00241837968561064,0.00241837968561064
"DF1",0.2,8,15,15,179,284,146,139,241,1027,3132,0.327905491698595,0.327905491698595
"DF1",0.2,0,0,0,0,1,0,1,0,2,803,0.0024906600249066,0.0024906600249066
"DF1",0.2,0,0,0,1,0,0,1,1,3,1085,0.00276497695852535,0.00276497695852535
"DF1",0.2,0,0,1,1,0,0,0,1,3,1174,0.00255536626916525,0.00255536626916525
"DF1",0.2,8,23,7,150,151,89,5,42,475,7191,0.0660547907106105,0.0660547907106105
"DF1",0.2,0,0,1,2,1,0,0,0,4,1647,0.00242865816636308,0.00242865816636308
"DF1",0.2,0,0,0,0,2,0,0,0,2,932,0.00214592274678112,0.00214592274678112
"DF1",0.2,0,0,0,0,0,0,0,2,2,717,0.00278940027894003,0.00278940027894003
"DF1",0.2,0,0,0,1,0,0,2,0,3,844,0.00355450236966825,0.00355450236966825
"DF1",0.2,18,18,18,111,121,70,164,90,610,2012,0.303180914512922,0.303180914512922
"DF1",0.2,0,0,0,2,0,1,1,2,6,2187,0.00274348422496571,0.00274348422496571
"DF1",0.2,0,0,0,1,0,0,1,0,2,821,0.00243605359317905,0.00243605359317905
"DF1",0.2,0,0,0,3,0,0,0,0,3,1070,0.00280373831775701,0.00280373831775701
"DF1",0.2,0,0,0,0,0,0,0,1,1,1308,0.000764525993883792,0.000764525993883792
"DF1",0.2,0,1,0,0,0,0,0,0,1,635,0.0015748031496063,0.0015748031496063
"DF1",0.2,0,0,1,3,0,0,0,0,4,1498,0.00267022696929239,0.00267022696929239
"DF1",0.2,0,0,0,2,1,0,1,1,5,1611,0.00310366232153942,0.00310366232153942
"DF1",0.2,0,1,0,0,2,1,1,0,5,1084,0.00461254612546125,0.00461254612546125
"DF1",0.2,0,0,1,1,0,0,1,2,5,626,0.00798722044728434,0.00798722044728434
"DF1",0.2,4,8,7,287,168,52,128,160,814,3111,0.261652201864352,0.261652201864352
"DF1",0.2,0,0,1,3,1,0,0,3,8,1709,0.00468110005851375,0.00468110005851375
"DF1",0.2,1,0,0,3,1,1,0,3,9,1013,0.00888450148075025,0.00888450148075025
"DF1",0.2,0,0,0,2,0,3,0,1,6,1109,0.00541027953110911,0.00541027953110911
"DF1",0.2,3,2,1,34,13,11,6,30,100,778,0.12853470437018,0.12853470437018
"DF1",0.2,0,0,0,0,0,0,0,2,2,893,0.00223964165733483,0.00223964165733483
"DF1",0.2,0,0,0,0,0,0,1,0,1,1464,0.000683060109289617,0.000683060109289617
"DF1",0.2,0,0,0,0,0,0,0,0,0,1527,0,0
"DF1",0.2,0,0,0,2,0,0,1,0,3,1845,0.0016260162601626,0.0016260162601626
"DF1",0.2,0,0,0,0,0,0,0,1,1,922,0.00108459869848156,0.00108459869848156
"DF1",0.2,0,0,0,0,0,1,0,0,1,608,0.00164473684210526,0.00164473684210526
"DF1",0.2,0,0,1,0,1,0,1,0,3,1415,0.00212014134275618,0.00212014134275618
"DF1",0.2,5,0,3,68,17,7,21,13,134,1022,0.131115459882583,0.131115459882583
"DF1",0.2,1,2,2,7,8,6,4,7,37,626,0.0591054313099042,0.0591054313099042
"DF1",0.2,0,0,0,1,1,1,0,2,5,1027,0.00486854917234664,0.00486854917234664
"DF1",0.2,1,1,0,3,6,0,11,7,29,5673,0.0051119337211352,0.0051119337211352
"DF1",0.2,0,0,0,2,1,0,1,0,4,838,0.00477326968973747,0.00477326968973747
"DF1",0.2,0,0,0,1,2,0,0,0,3,1281,0.00234192037470726,0.00234192037470726
"DF1",0.2,2,11,8,36,106,26,62,30,281,864,0.325231481481481,0.325231481481481
"DF1",0.2,0,0,0,1,1,1,2,2,7,918,0.00762527233115468,0.00762527233115468
"DF1",0.6,0,6,3,201,19,6,40,41,316,1272,0.248427672955975,0.248427672955975
"DF1",0.6,0,0,1,2,4,0,2,2,11,546,0.0201465201465201,0.0201465201465201
"DF1",0.6,0,2,2,23,13,8,14,27,89,946,0.0940803382663848,0.0940803382663848
"DF1",0.6,0,1,0,5,2,0,0,4,12,1023,0.0117302052785924,0.0117302052785924
"DF1",0.6,0,0,0,3,1,1,5,4,14,191,0.0732984293193717,0.0732984293193717
"DF1",0.6,0,0,0,14,3,3,4,15,39,134,0.291044776119403,0.291044776119403
"DF1",0.6,0,1,0,14,5,3,9,5,37,155,0.238709677419355,0.238709677419355
