"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop","WT","P3_NP","Test_Prop_Flu","Test_Prop_Cell","Test_Sum","Test_Log","Mean_Log","Mean_Gain","Mean_Sum","Cell.ID","Test_Gain","Threshold"
"DF1",0.2,0,2,1,3,7,1,1,6,21,1085,0.0193548387096774,1,21,"0",1,0.0193548387096774,21,1.32221929473392,0,0,0,666,0.00986717267552191,0.00266427623746933
"DF1",0.2,0,0,0,3,5,0,0,7,15,718,0.020891364902507,1,15,"0",1,0.020891364902507,15,1.17609125905568,0,0,0,667,0.0793871866295264,0.00266427623746933
"DF1",0.2,1,3,1,9,13,4,0,10,41,1908,0.0214884696016771,1,41,"1",1,0.0214884696016771,41,1.61278385671974,0,0,0,668,0.0285814116002795,0.00266427623746933
"DF1",0.2,0,13,1,28,11,1,3,11,68,3076,0.0221066319895969,1,68,"0",1,0.0221066319895969,68,1.83250891270624,0,0,0,669,0.0287671667353864,0.00266427623746933
"DF1",0.2,2,2,1,11,7,1,7,10,41,1818,0.0225522552255226,1,41,"1",1,0.0225522552255226,41,1.61278385671974,0,0,0,670,0.0201578981427555,0.00266427623746933
"DF1",0.2,1,6,1,10,34,1,7,7,67,2789,0.0240229472929365,1,67,"1",1,0.0240229472929365,67,1.82607480270083,0,0,0,671,0.0652126385014298,0.00266427623746933
"DF1",0.2,0,1,1,6,10,2,5,3,28,1155,0.0242424242424242,1,28,"0",1,0.0242424242424242,28,1.44715803134222,0,0,0,672,0.00913613749434649,0.00266427623746933
"DF1",0.2,0,3,0,5,0,3,5,4,20,805,0.0248447204968944,1,20,"0",1,0.0248447204968944,20,1.30102999566398,0,0,0,673,0.0248447204968943,0.00266427623746933
"DF1",0.2,3,11,0,34,43,3,36,46,176,5939,0.0296346186226637,1,176,"0",1,0.0296346186226637,176,2.24551266781415,0,0,0,674,0.192793399562216,0.00266427623746933
"DF1",0.2,2,0,0,18,14,0,1,3,38,1267,0.0299921073401736,1,38,"0",1,0.0299921073401736,38,1.57978359661681,0,0,0,675,0.0120632130300639,0.00266427623746933
"DF1",0.2,1,2,0,1,13,0,5,17,39,1256,0.0310509554140127,1,39,"0",1,0.0310509554140127,39,1.5910646070265,0,0,0,676,0.0353042239356352,0.00266427623746933
"DF1",0.2,0,2,1,17,39,12,19,44,134,3712,0.0360991379310345,1,134,"0",1,0.0360991379310345,134,2.12710479836481,0,0,0,677,0.162577365163572,0.00266427623746933
"DF1",0.2,0,2,0,16,11,2,2,4,37,1006,0.036779324055666,1,37,"0",1,0.036779324055666,37,1.56820172406699,0,0,0,678,0.0188421708554642,0.00266427623746933
"DF1",0.2,0,1,0,17,7,2,3,3,33,859,0.0384167636786962,1,33,"0",1,0.0384167636786962,33,1.51851393987789,0,0,0,679,0.0445206556964416,0.00266427623746933
"DF1",0.2,1,5,0,13,10,4,1,16,50,1246,0.0401284109149278,1,50,"0",1,0.0401284109149278,50,1.69897000433602,0,0,0,680,0.0445546962400894,0.00266427623746933
"DF1",0.2,2,0,6,8,18,2,5,8,49,1205,0.0406639004149378,1,49,"0",1,0.0406639004149378,49,1.69019608002851,0,0,0,681,0.013344398340249,0.00266427623746933
"DF1",0.2,1,4,0,8,23,0,13,1,50,1178,0.0424448217317487,1,50,"0",1,0.0424448217317487,50,1.69897000433602,0,0,0,682,0.0437961262603513,0.00266427623746933
"DF1",0.2,0,4,2,9,14,5,13,11,58,1278,0.0453834115805947,1,58,"0",1,0.0453834115805947,58,1.76342799356294,0,0,0,683,0.0692331768388108,0.00266427623746933
"DF1",0.2,0,3,1,9,14,6,3,14,50,856,0.058411214953271,1,50,"0",1,0.058411214953271,50,1.69897000433602,0,0,0,684,0.287060908797937,0.00266427623746933
"DF1",0.2,1,2,2,7,8,6,4,7,37,626,0.0591054313099042,1,37,"1",1,0.0591054313099042,37,1.56820172406699,0,0,0,685,0.0118849840255591,0.00266427623746933
"DF1",0.2,2,15,4,136,51,45,86,87,426,6996,0.0608919382504288,1,426,"1",1,0.0608919382504288,426,2.62940959910272,0,0,0,686,0.0302257660748227,0.00266427623746933
"DF1",0.2,8,23,7,150,151,89,5,42,475,7191,0.0660547907106105,1,475,"1",1,0.0660547907106105,475,2.67669360962487,0,0,0,687,0.0847871263179131,0.00266427623746933
"DF1",0.2,4,19,0,1,121,0,0,53,198,2931,0.067553735926305,1,198,"0",1,0.067553735926305,198,2.29666519026153,0,0,0,688,0.0226924527285459,0.00266427623746933
"DF1",0.2,1,5,3,33,11,7,12,0,72,1046,0.0688336520076482,1,72,"1",1,0.0688336520076482,72,1.85733249643127,0,0,0,689,0.0189466365374588,0.00266427623746933
"DF1",0.2,3,7,16,59,93,60,139,102,479,6862,0.069804721655494,1,479,"1",1,0.069804721655494,479,2.68033551341456,0,0,0,690,0.0141074840506493,0.00266427623746933
"DF1",0.2,1,13,1,2,21,8,18,8,72,950,0.0757894736842105,1,72,"1",1,0.0757894736842105,72,1.85733249643127,0,0,0,691,0.0857356334468741,0.00266427623746933
"DF1",0.2,1,1,7,36,19,11,22,22,119,1543,0.0771224886584576,1,119,"1",1,0.0771224886584576,119,2.07554696139253,0,0,0,692,0.0175883920213149,0.00266427623746933
"DF1",0.2,2,4,4,44,56,13,9,5,137,1513,0.0905485789821547,1,137,"1",1,0.0905485789821547,137,2.13672056715641,0,0,0,693,0.174087877054325,0.00266427623746933
"DF1",0.2,6,5,5,50,33,9,33,1,142,1485,0.0956228956228956,1,142,"1",1,0.0956228956228956,142,2.15228834438306,0,0,0,694,0.0560397158937306,0.00266427623746933
"DF1",0.2,2,5,0,0,24,8,20,34,93,930,0.1,1,93,"0",1,0.1,93,1.96848294855394,0,0,0,695,0.045774647887324,0.00266427623746933
"DF1",0.2,0,1,0,45,9,8,25,42,130,1263,0.102929532858274,1,130,"0",1,0.102929532858274,130,2.11394335230684,0,0,0,696,0.0292953285827395,0.00266427623746933
"DF1",0.2,3,6,5,21,46,9,15,5,110,1016,0.108267716535433,1,110,"1",1,0.108267716535433,110,2.04139268515822,0,0,0,697,0.051862507571169,0.00266427623746933
"DF1",0.2,2,23,1,36,20,9,22,11,124,1119,0.110813226094727,1,124,"1",1,0.110813226094727,124,2.09342168516224,0,0,0,698,0.0235112519294825,0.00266427623746933
"DF1",0.2,2,6,1,78,12,6,24,23,152,1322,0.114977307110439,1,152,"1",1,0.114977307110439,152,2.18184358794477,0,0,0,699,0.037577473036943,0.00266427623746933
"DF1",0.2,0,5,1,19,16,8,14,29,92,799,0.11514392991239,1,92,"0",1,0.11514392991239,92,1.96378782734556,0,0,0,700,0.00144917989592255,0.00266427623746933
"DF1",0.2,1,1,1,57,10,1,11,10,92,716,0.128491620111732,1,92,"1",1,0.128491620111732,92,1.96378782734556,0,0,0,701,0.115921787709497,0.00266427623746933
"DF1",0.2,3,2,1,34,13,11,6,30,100,778,0.12853470437018,1,100,"1",1,0.12853470437018,100,2,0,0,0,702,0.00033530792444387,0.00266427623746933
"DF1",0.2,2,6,2,39,29,21,31,41,171,1306,0.13093415007657,1,171,"1",1,0.13093415007657,171,2.23299611039215,0,0,0,703,0.0186676875957121,0.00266427623746933
"DF1",0.2,5,0,3,68,17,7,21,13,134,1022,0.131115459882583,1,134,"0",1,0.131115459882583,134,2.12710479836481,0,0,0,704,0.00138474038978729,0.00266427623746933
"DF1",0.2,1,5,5,24,16,9,17,32,109,817,0.133414932680539,1,109,"1",1,0.133414932680539,109,2.03742649794062,0,0,0,705,0.0175377701456001,0.00266427623746933
"DF1",0.2,5,5,7,61,19,1,0,6,104,773,0.134540750323415,1,104,"1",1,0.134540750323415,104,2.01703333929878,0,0,0,706,0.00843846802046112,0.00266427623746933
"DF1",0.2,1,3,0,37,14,2,22,19,98,719,0.136300417246175,1,98,"0",1,0.136300417246175,98,1.99122607569249,0,0,0,707,0.0130790628008988,0.00266427623746933
"DF1",0.2,0,5,0,32,79,13,23,43,195,1366,0.142752562225476,1,195,"0",1,0.142752562225476,195,2.29003461136252,0,0,0,708,0.0473376759195624,0.00266427623746933
"DF1",0.2,3,7,6,83,49,47,58,85,338,2363,0.143038510368176,1,338,"1",1,0.143038510368176,338,2.52891670027765,0,0,0,709,0.00200310339963334,0.00266427623746933
"DF1",0.2,2,7,6,12,48,4,33,56,168,1170,0.143589743589744,1,168,"1",1,0.143589743589744,168,2.22530928172586,0,0,0,710,0.00385373994841439,0.00266427623746933
"DF1",0.2,10,8,15,138,103,63,45,123,505,3344,0.151016746411483,1,505,"1",1,0.151016746411483,505,2.70329137811866,0,0,0,711,0.0517237696514012,0.00266427623746933
"DF1",0.2,0,3,5,45,140,106,115,127,541,3464,0.156177829099307,1,541,"0",1,0.156177829099307,541,2.73319726510657,0,0,0,712,0.034175565362541,0.00266427623746933
"DF1",0.2,2,17,9,40,91,10,22,27,218,1375,0.158545454545455,1,218,"1",1,0.158545454545455,218,2.3384564936046,0,0,0,713,0.0151598050747773,0.00266427623746933
"DF1",0.2,17,195,19,451,725,62,534,1404,3407,21354,0.159548562330243,1,3407,"1",1,0.159548562330243,3407,3.53237213356788,0,0,0,714,0.00632694130313559,0.00266427623746933
"DF1",0.2,0,3,1,122,46,8,31,32,243,1489,0.163196776359973,1,243,"0",1,0.163196776359973,243,2.38560627359831,0,0,0,715,0.0228658533580469,0.00266427623746933
"DF1",0.2,0,6,1,47,23,6,33,21,137,824,0.16626213592233,1,137,"0",1,0.16626213592233,137,2.13672056715641,0,0,0,716,0.0187832114746895,0.00266427623746933
"DF1",0.2,45,114,33,297,462,6,734,218,1909,11114,0.171765341011337,1,1909,"1",1,0.171765341011337,1909,3.28080592839367,0,0,0,717,0.0330995692944652,0.00266427623746933
"DF1",0.2,4,6,4,52,58,2,20,28,174,1001,0.173826173826174,1,174,"1",1,0.173826173826174,174,2.2405492482826,0,0,0,718,0.0119979548999978,0.00266427623746933
"DF1",0.2,1,4,3,41,22,16,28,24,139,769,0.18075422626788,1,139,"1",1,0.18075422626788,139,2.14301480025409,0,0,0,719,0.0398562097364842,0.00266427623746933
"DF1",0.2,1,4,2,46,28,2,14,26,123,677,0.181683899556869,1,123,"1",1,0.181683899556869,123,2.0899051114394,0,0,0,720,0.00514330042612873,0.00266427623746933
"DF1",0.2,0,2,1,99,20,3,18,20,163,887,0.183765501691094,1,163,"0",1,0.183765501691094,163,2.21218760440396,0,0,0,721,0.0114572735355313,0.00266427623746933
"DF1",0.2,3,4,1,40,128,4,4,21,205,1110,0.184684684684685,1,205,"1",1,0.184684684684685,205,2.31175386105575,0,0,0,722,0.00500193444978724,0.00266427623746933
"DF1",0.2,1,8,0,323,123,50,131,80,716,3525,0.203120567375887,1,716,"0",1,0.203120567375887,716,2.85491302230786,0,0,0,723,0.099823559937727,0.00266427623746933
"DF1",0.2,31,43,30,519,299,224,375,478,1999,9771,0.204584996417972,1,1999,"1",1,0.204584996417972,1999,3.30081279411812,0,0,0,724,0.00720965415272303,0.00266427623746933
"DF1",0.2,0,40,1,97,135,34,29,32,368,1756,0.209567198177677,1,368,"0",1,0.209567198177677,368,2.56584781867352,0,0,0,725,0.0243527230585681,0.00266427623746933
"DF1",0.2,5,7,11,145,86,40,57,66,417,1972,0.211460446247464,1,417,"1",1,0.211460446247464,417,2.62013605497376,0,0,0,726,0.00903408589822723,0.00266427623746933
"DF1",0.2,4,15,4,0,44,10,28,34,139,654,0.212538226299694,1,139,"1",1,0.212538226299694,139,2.14301480025409,0,0,0,727,0.00509683995922531,0.00266427623746933
"DF1",0.2,5,3,0,58,63,17,29,40,215,1010,0.212871287128713,1,215,"0",1,0.212871287128713,215,2.33243845991561,0,0,0,728,0.00156706318113826,0.00266427623746933
"DF1",0.2,0,7,3,111,52,23,74,64,334,1556,0.214652956298201,1,334,"0",1,0.214652956298201,334,2.52374646681156,0,0,0,729,0.00836970167991877,0.00266427623746933
"DF1",0.2,10,59,25,413,498,199,388,511,2103,9771,0.215228738102548,1,2103,"1",1,0.215228738102548,2103,3.32283927268632,0,0,0,730,0.00268238469330908,0.00266427623746933
"DF1",0.2,5,9,7,103,122,25,65,65,401,1842,0.217698154180239,1,401,"1",1,0.217698154180239,401,2.60314437262018,0,0,0,731,0.0114734495934922,0.00266427623746933
"DF1",0.2,49,33,12,1,277,79,2,2,455,2032,0.223917322834646,1,455,"1",1,0.223917322834646,455,2.65801139665711,0,0,0,732,0.0285678520234845,0.00266427623746933
"DF1",0.2,4,3,3,65,32,0,36,45,188,839,0.224076281287247,1,188,"1",1,0.224076281287247,188,2.27415784926368,0,0,0,733,0.000709897968539215,0.00266427623746933
"DF1",0.2,8,11,5,75,53,25,42,49,268,1158,0.231433506044905,1,268,"1",1,0.231433506044905,268,2.42813479402879,0,0,0,734,0.0328335721897623,0.00266427623746933
"DF1",0.2,2,5,1,28,60,4,34,26,160,690,0.231884057971014,1,160,"1",1,0.231884057971014,160,2.20411998265592,0,0,0,735,0.0019467878001298,0.00266427623746933
"DF1",0.2,8,9,7,164,127,22,67,91,495,2133,0.232067510548523,1,495,"1",1,0.232067510548523,495,2.69460519893357,0,0,0,736,0.000791139240506304,0.00266427623746933
"DF1",0.2,0,8,4,128,75,48,78,97,438,1878,0.233226837060703,1,438,"0",1,0.233226837060703,438,2.6414741105041,0,0,0,737,0.00499564333430151,0.00266427623746933
"DF1",0.2,2,5,1,0,85,15,89,45,242,1005,0.240796019900498,1,242,"1",1,0.240796019900498,242,2.38381536598043,0,0,0,738,0.0324541675185715,0.00266427623746933
"DF1",0.2,4,8,4,284,139,6,215,177,837,3436,0.243597206053551,1,837,"1",1,0.243597206053551,837,2.92272545799326,0,0,0,739,0.0116330251397455,0.00266427623746933
"DF1",0.2,0,5,2,60,53,8,37,38,203,823,0.246658566221142,1,203,"0",1,0.246658566221142,203,2.30749603791321,0,0,0,740,0.0125673041049515,0.00266427623746933
"DF1",0.2,4,17,3,115,66,39,32,50,326,1316,0.247720364741641,1,326,"1",1,0.247720364741641,326,2.51321760006794,0,0,0,741,0.00430472996241783,0.00266427623746933
"DF1",0.2,1,7,0,75,80,0,94,106,363,1462,0.248290013679891,1,363,"0",1,0.248290013679891,363,2.55990662503611,0,0,0,742,0.00229956442557053,0.00266427623746933
"DF1",0.2,14,14,27,46,67,42,113,19,342,1328,0.257530120481928,1,342,"1",1,0.257530120481928,342,2.53402610605613,0,0,0,743,0.0372149756048989,0.00266427623746933
"DF1",0.2,4,8,7,287,168,52,128,160,814,3111,0.261652201864352,1,814,"1",1,0.261652201864352,814,2.9106244048892,0,0,0,744,0.0160062107481282,0.00266427623746933
"DF1",0.2,4,3,0,86,38,14,16,29,190,719,0.264255910987483,1,190,"0",1,0.264255910987483,190,2.27875360095283,0,0,0,745,0.0099510308133397,0.00266427623746933
"DF1",0.2,8,13,14,56,112,14,58,37,312,1140,0.273684210526316,1,312,"1",1,0.273684210526316,312,2.49415459401844,0,0,0,746,0.0356786703601108,0.00266427623746933
"DF1",0.2,1,3,5,153,99,41,70,92,464,1666,0.278511404561825,1,464,"1",1,0.278511404561825,464,2.66651798055488,0,0,0,747,0.0176378243605133,0.00266427623746933
"DF1",0.2,2,6,3,149,62,7,22,62,313,1087,0.287948482060718,1,313,"1",1,0.287948482060718,313,2.49554433754645,0,0,0,748,0.0338839894680075,0.00266427623746933
"DF1",0.2,3,12,5,339,153,26,50,101,689,2354,0.292693288020391,1,689,"1",1,0.292693288020391,689,2.83821922190763,0,0,0,749,0.0164779683008463,0.00266427623746933
"DF1",0.2,3,6,5,185,56,7,103,101,466,1573,0.296249205340114,1,466,"1",1,0.296249205340114,466,2.66838591669,0,0,0,750,0.0121489540938017,0.00266427623746933
"DF1",0.2,18,18,18,111,121,70,164,90,610,2012,0.303180914512922,1,610,"1",1,0.303180914512922,610,2.78532983501077,0,0,0,751,0.023398237186324,0.00266427623746933
"DF1",0.2,1,2,1,162,21,11,12,25,235,767,0.30638852672751,1,235,"1",1,0.30638852672751,235,2.37106786227174,0,0,0,752,0.0105798619274585,0.00266427623746933
"DF1",0.2,1,0,2,42,46,35,36,40,202,659,0.306525037936267,1,202,"0",1,0.306525037936267,202,2.30535136944662,0,0,0,753,0.000445549349433384,0.00266427623746933
"DF1",0.2,2,10,3,297,119,38,58,102,629,2005,0.313715710723192,1,629,"1",1,0.313715710723192,629,2.79865064544527,0,0,0,754,0.0234586800325919,0.00266427623746933
"DF1",0.2,5,8,3,140,44,22,18,56,296,918,0.32244008714597,1,296,"1",1,0.32244008714597,296,2.47129171105894,0,0,0,755,0.0278098167371523,0.00266427623746933
"DF1",0.2,2,11,8,36,106,26,62,30,281,864,0.325231481481481,1,281,"1",1,0.325231481481481,281,2.44870631990508,0,0,0,756,0.00865709459459451,0.00266427623746933
"DF1",0.2,8,15,15,179,284,146,139,241,1027,3132,0.327905491698595,1,1027,"1",1,0.327905491698595,1027,3.01157044359728,0,0,0,757,0.00822186771382992,0.00266427623746933
"DF1",0.2,2,4,1,131,80,19,81,67,385,1148,0.335365853658537,1,385,"1",1,0.335365853658537,385,2.5854607295085,0,0,0,758,0.0227515614980884,0.00266427623746933
"DF1",0.2,1,12,8,134,77,27,27,71,357,1012,0.352766798418972,1,357,"1",1,0.352766798418972,357,2.55266821611219,0,0,0,759,0.0518864534674811,0.00266427623746933
"DF1",0.2,2,7,3,105,62,29,42,41,291,823,0.353584447144593,1,291,"1",1,0.353584447144593,291,2.46389298898591,0,0,0,760,0.00231781655554081,0.00266427623746933
"DF1",0.2,1,4,2,103,59,9,29,63,270,711,0.379746835443038,1,270,"1",1,0.379746835443038,270,2.43136376415899,0,0,0,761,0.0739919091739528,0.00266427623746933
"DF1",0.2,6,12,11,704,220,57,106,191,1307,2742,0.476659372720642,1,1307,"1",1,0.476659372720642,1307,3.11627558758054,0,0,0,762,0.255203014831023,0.00266427623746933
"DF1",0.2,3,6,4,142,71,14,36,61,337,701,0.48074179743224,1,337,"1",1,0.48074179743224,337,2.52762990087134,0,0,0,763,0.00856465842326029,0.00266427623746933
"DF1",0.2,7,10,9,0,235,53,171,48,533,1049,0.508102955195424,1,533,"1",1,0.508102955195424,533,2.72672720902657,0,0,0,764,0.0569144557625887,0.00266427623746933
"DF1",0.2,2,9,2,878,107,29,57,52,1136,2101,0.540694907187054,1,1136,"1",1,0.540694907187054,1136,3.055378331375,0,0,0,765,0.0641443858146706,0.00266427623746933
"DF1",0.6,0,0,0,6,4,1,4,5,20,1389,0.0143988480921526,1,20,"0",1,0.0143988480921526,20,1.30102999566398,0,0,0,805,0.00407967362610998,0.0143746110739476
"DF1",0.6,0,1,0,6,2,1,0,1,11,755,0.0145695364238411,1,11,"0",1,0.0145695364238411,11,1.04139268515823,0,0,0,806,0.0118543046357616,0.0143746110739476
"DF1",0.6,0,1,0,5,2,0,4,4,16,1095,0.0146118721461187,1,16,"0",1,0.0146118721461187,16,1.20411998265592,0,0,0,807,0.00290577002905761,0.0143746110739476
"DF1",0.6,0,1,0,15,3,5,8,9,41,2796,0.0146638054363376,1,41,"0",1,0.0146638054363376,41,1.61278385671974,0,0,0,808,0.00355418454935631,0.0143746110739476
"DF1",0.6,0,0,0,8,3,5,7,8,31,2114,0.0146641438032167,1,31,"0",1,0.0146641438032167,31,1.49136169383427,0,0,0,809,2.30749705793264e-05,0.0143746110739476
"DF1",0.6,0,0,0,1,1,0,0,3,5,338,0.014792899408284,1,5,"0",1,0.014792899408284,5,0.698970004336019,0,0,0,810,0.00878030158427178,0.0143746110739476
"DF1",0.6,0,0,0,1,1,1,0,5,8,527,0.015180265654649,1,8,"0",1,0.015180265654649,8,0.903089986991944,0,0,0,811,0.0261859582542695,0.0143746110739476
"DF1",0.6,0,0,0,14,4,3,8,13,42,2766,0.0151843817787419,1,42,"0",1,0.0151843817787419,42,1.6232492903979,0,0,0,812,0.000271149674620315,0.0143746110739476
"DF1",0.6,0,0,0,0,0,1,1,2,4,263,0.0152091254752852,1,4,"0",1,0.0152091254752852,4,0.602059991327962,0,0,0,813,0.00162954915806632,0.0143746110739476
"DF1",0.6,0,0,0,1,0,0,2,3,6,370,0.0162162162162162,1,6,"0",1,0.0162162162162162,6,0.778151250383644,0,0,0,814,0.0662162162162163,0.0143746110739476
"DF1",0.6,0,0,0,14,7,8,7,7,43,2618,0.0164247517188694,1,43,"0",1,0.0164247517188694,43,1.63346845557959,0,0,0,815,0.0128596893302774,0.0143746110739476
"DF1",0.6,0,0,0,1,3,0,2,3,9,541,0.0166358595194085,1,9,"0",1,0.0166358595194085,9,0.954242509439325,0,0,0,816,0.01285302841422,0.0143746110739476
"DF1",0.6,0,0,1,0,0,0,0,2,3,180,0.0166666666666667,1,3,"0",1,0.0166666666666667,3,0.477121254719662,0,0,0,817,0.0018518518518519,0.0143746110739476
"DF1",0.6,0,0,0,1,0,1,0,2,4,227,0.0176211453744493,1,4,"0",1,0.0176211453744493,4,0.602059991327962,0,0,0,818,0.0572687224669605,0.0143746110739476
"DF1",0.6,0,0,0,1,1,0,1,3,6,332,0.0180722891566265,1,6,"0",1,0.0180722891566265,6,0.778151250383644,0,0,0,819,0.0256024096385541,0.0143746110739476
"DF1",0.6,0,0,0,2,3,1,1,3,10,544,0.0183823529411765,1,10,"0",1,0.0183823529411765,10,1,0,0,0,820,0.0171568627450981,0.0143746110739476
"DF1",0.6,0,0,0,3,0,1,2,2,8,420,0.019047619047619,1,8,"0",1,0.019047619047619,8,0.903089986991944,0,0,0,821,0.0361904761904763,0.0143746110739476
"DF1",0.6,0,0,1,15,6,3,7,10,42,2115,0.0198581560283688,1,42,"0",1,0.0198581560283688,42,1.6232492903979,0,0,0,822,0.0425531914893617,0.0143746110739476
"DF1",0.6,1,0,0,4,5,1,5,6,22,1094,0.020109689213894,1,22,"0",1,0.020109689213894,22,1.34242268082221,0,0,0,823,0.0126664925568034,0.0143746110739476
"DF1",0.6,0,0,1,2,4,0,2,2,11,546,0.0201465201465201,1,11,"0",1,0.0201465201465201,11,1.04139268515823,0,0,0,824,0.00183150183150182,0.0143746110739476
"DF1",0.6,0,0,1,2,4,2,3,3,15,737,0.0203527815468114,1,15,"0",1,0.0203527815468114,15,1.17609125905568,0,0,0,825,0.0102380658690021,0.0143746110739476
"DF1",0.6,0,0,0,12,1,5,8,15,41,2009,0.0204081632653061,1,41,"0",1,0.0204081632653061,41,1.61278385671974,0,0,0,826,0.00272108843537402,0.0143746110739476
"DF1",0.6,2,3,5,129,81,28,78,100,426,20610,0.020669577874818,1,426,"1",1,0.020669577874818,426,2.62940959910272,0,0,0,827,0.0128093158660845,0.0143746110739476
"DF1",0.6,0,1,0,3,2,0,4,6,16,749,0.0213618157543391,1,16,"0",1,0.0213618157543391,16,1.20411998265592,0,0,0,828,0.0334906636078151,0.0143746110739476
"DF1",0.6,0,0,0,4,5,0,3,3,15,683,0.0219619326500732,1,15,"0",1,0.0219619326500732,15,1.17609125905568,0,0,0,829,0.028092972181552,0.0143746110739476
"DF1",0.6,0,2,0,5,3,1,3,7,21,953,0.0220356768100735,1,21,"0",1,0.0220356768100735,21,1.32221929473392,0,0,0,830,0.00335781741867788,0.0143746110739476
"DF1",0.6,0,0,0,3,0,0,0,2,5,219,0.0228310502283105,1,5,"0",1,0.0228310502283105,5,0.698970004336019,0,0,0,831,0.0360948032180908,0.0143746110739476
"DF1",0.6,1,1,0,4,6,1,7,4,24,1021,0.0235063663075416,1,24,"0",1,0.0235063663075416,24,1.38021124171161,0,0,0,832,0.0295788442703232,0.0143746110739476
"DF1",0.6,1,1,1,8,10,4,9,8,42,1739,0.0241518113858539,1,42,"1",1,0.0241518113858539,42,1.6232492903979,0,0,0,833,0.027458309373203,0.0143746110739476
"DF1",0.6,0,1,1,3,0,1,6,3,15,618,0.0242718446601942,1,15,"0",1,0.0242718446601942,15,1.17609125905568,0,0,0,834,0.00496994914470646,0.0143746110739476
"DF1",0.6,1,4,3,41,32,12,15,56,164,6687,0.0245251981456557,1,164,"1",1,0.0245251981456557,164,2.2148438480477,0,0,0,835,0.0104381636010169,0.0143746110739476
"DF1",0.6,0,1,1,1,1,1,1,2,8,311,0.0257234726688103,1,8,"0",1,0.0257234726688103,8,0.903089986991944,0,0,0,836,0.0488589130264293,0.0143746110739476
"DF1",0.6,0,0,0,2,2,2,1,0,7,265,0.0264150943396226,1,7,"0",1,0.0264150943396226,7,0.845098040014257,0,0,0,837,0.0268867924528302,0.0143746110739476
"DF1",0.6,0,0,0,1,1,1,1,0,4,147,0.0272108843537415,1,4,"0",1,0.0272108843537415,4,0.602059991327962,0,0,0,838,0.0301263362487851,0.0143746110739476
"DF1",0.6,0,0,0,1,1,0,0,3,5,183,0.0273224043715847,1,5,"0",1,0.0273224043715847,5,0.698970004336019,0,0,0,839,0.00409836065573771,0.0143746110739476
"DF1",0.6,0,0,0,13,8,7,12,18,58,2054,0.0282375851996105,1,58,"0",1,0.0282375851996105,58,1.76342799356294,0,0,0,840,0.0334956183057449,0.0143746110739476
"DF1",0.6,0,0,1,7,3,1,3,12,27,919,0.029379760609358,1,27,"0",1,0.029379760609358,27,1.43136376415899,0,0,0,841,0.0404487636486437,0.0143746110739476
"DF1",0.6,0,0,0,4,0,1,3,0,8,254,0.031496062992126,1,8,"0",1,0.031496062992126,8,0.903089986991944,0,0,0,842,0.0720326625838436,0.0143746110739476
"DF1",0.6,0,0,0,1,1,1,0,3,6,186,0.032258064516129,1,6,"0",1,0.032258064516129,6,0.778151250383644,0,0,0,843,0.0241935483870968,0.0143746110739476
"DF1",0.6,0,0,0,6,8,2,2,2,20,589,0.033955857385399,1,20,"0",1,0.033955857385399,20,1.30102999566398,0,0,0,844,0.0526315789473685,0.0143746110739476
"DF1",0.6,0,1,0,7,17,0,6,9,40,1174,0.0340715502555366,1,40,"0",1,0.0340715502555366,40,1.60205999132796,0,0,0,845,0.00340715502555359,0.0143746110739476
"DF1",0.6,0,0,1,7,3,3,5,9,28,781,0.0358514724711908,1,28,"0",1,0.0358514724711908,28,1.44715803134222,0,0,0,846,0.0522407170294495,0.0143746110739476
"DF1",0.6,0,0,0,4,1,1,1,2,9,246,0.0365853658536585,1,9,"0",1,0.0365853658536585,9,0.954242509439325,0,0,0,847,0.0204703832752612,0.0143746110739476
"DF1",0.6,0,0,0,1,9,1,1,2,14,382,0.0366492146596859,1,14,"0",1,0.0366492146596859,14,1.14612803567824,0,0,0,848,0.00174520069808026,0.0143746110739476
"DF1",0.6,0,0,0,2,0,2,3,1,8,217,0.0368663594470046,1,8,"0",1,0.0368663594470046,8,0.903089986991944,0,0,0,849,0.00592495062541154,0.0143746110739476
"DF1",0.6,0,0,1,1,0,0,0,3,5,132,0.0378787878787879,1,5,"0",1,0.0378787878787879,5,0.698970004336019,0,0,0,850,0.0274621212121212,0.0143746110739476
"DF1",0.6,0,0,0,2,1,0,0,2,5,128,0.0390625,1,5,"0",1,0.0390625,5,0.698970004336019,0,0,0,851,0.03125,0.0143746110739476
"DF1",0.6,0,0,0,4,0,1,2,2,9,227,0.039647577092511,1,9,"0",1,0.039647577092511,9,0.954242509439325,0,0,0,852,0.014977973568282,0.0143746110739476
"DF1",0.6,0,0,0,5,2,3,4,4,18,452,0.0398230088495575,1,18,"0",1,0.0398230088495575,18,1.25527250510331,0,0,0,853,0.00442477876106186,0.0143746110739476
"DF1",0.6,0,0,0,2,0,1,2,1,6,150,0.04,1,6,"0",1,0.04,6,0.778151250383644,0,0,0,854,0.00444444444444448,0.0143746110739476
"DF1",0.6,4,0,5,28,13,6,1,17,74,1825,0.0405479452054795,1,74,"0",1,0.0405479452054795,74,1.86923171973098,0,0,0,855,0.0136986301369863,0.0143746110739476
