"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","mVarPB2","mVarPB1","mVarPA","mVarHA","mVarNP","mVarNA","mVarM","mVarNS","mHelperPB2","mHelperPB1","mHelperPA","mHelperHA","mHelperNP","mHelperNA","mHelperM","mHelperNS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop","WT","VAR","HELPER","HELPER_Segments","WT_Test_Prop","VAR_Test_Prop","WT_Prop","VAR_Prop","Test_Prop_Flu","Test_Prop_Cell","Test_Sum","HELPER_Prop","Purity","Test_Log","Minor_Frac","Mean_Log","Mean_Gain","Mean_Sum","Cell.ID","Test_Gain","Threshold"
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,12,2,323,257,24,127,497,1258,25589,0.0491617491891047,0.000586189378248466,0,15,1243,8,0,1,0,0.0119236883942766,0.0119236883942766,0.000586189378248466,15,0.988076311605723,1,1.17609125905568,0,0,0,0,797,0.0714285714285714,3.09642826759309e-05
"MDCK",0.07,0,0,0,1,0,0,0,0,0,0,0,22,0,2,14,0,8,30,8,871,625,81,397,1196,3255,45365,0.0717513501598148,0.000859693596384878,1,38,3216,8,0.0256410256410256,0.974358974358974,0.000307219662058372,0.0116743471582181,0.0119815668202765,0.000859693596384878,39,0.988018433179723,0.974358974358974,1.5910646070265,0.0407965283852949,0,0,0,798,1.6,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,2,6,13,133,145,26,64,263,660,40555,0.0162741955369252,0.000197262976205153,8,0,652,8,1,0,0.0121212121212121,0,0.0121212121212121,0.000197262976205153,8,0.987878787878788,1,0.903089986991944,0,0,0,0,799,-0.794871794871795,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,2,0,15,10,4,4,2,4,20,10,724,492,125,378,1153,2943,37729,0.078003657663866,0.00098067799305574,0,37,2906,8,0,1,0,0.0125722052327557,0.0125722052327557,0.00098067799305574,37,0.987427794767244,1,1.56820172406699,0,0,0,0,800,3.625,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,4,75,45,19,33,132,314,45048,0.00697034274551589,8.87941751021133e-05,4,0,310,8,1,0,0.0127388535031847,0,0.0127388535031847,8.87941751021133e-05,4,0.987261146496815,1,0.602059991327962,0,0,0,0,801,-0.891891891891892,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,14,6,11,16,26,78,26195,0.00297766749379653,3.81752242794426e-05,0,1,77,8,0,1,0,0.0128205128205128,0.0128205128205128,3.81752242794426e-05,1,0.987179487179487,1,0,0,0,0,0,802,-0.75,3.09642826759309e-05
"MDCK",0.07,0,0,1,0,5,1,6,3,0,0,0,0,0,0,0,0,2,16,6,375,225,35,229,340,1244,31658,0.0392949649377724,0.000505401478299324,16,0,1228,8,1,0,0.0128617363344051,0,0.0128617363344051,0.000505401478299324,16,0.987138263665595,1,1.20411998265592,0,0,0,0,803,15,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,1,0,0,1,8,14,0,11,33,16,24,17,1230,1311,136,490,1803,5095,41947,0.121462798293084,0.00162109328438267,1,67,5027,8,0.0147058823529412,0.985294117647059,0.000196270853778214,0.0131501472031403,0.0133464180569185,0.00162109328438267,68,0.986653581943082,0.985294117647059,1.83250891270624,0.0269486604809741,0,0,0,804,3.25,3.09642826759309e-05
"MDCK",0.07,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,5,1,8,1,161,100,24,155,331,792,38601,0.0205176031709023,0.000284966710706977,3,8,781,8,0.272727272727273,0.727272727272727,0.00378787878787879,0.0101010101010101,0.0138888888888889,0.000284966710706977,11,0.986111111111111,0.727272727272727,1.04139268515823,0.284016186861334,0,0,0,805,-0.838235294117647,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,23,8,8,8,327,498,54,179,759,1867,48318,0.0386398443644191,0.000538101742621797,0,26,1841,8,0,1,0,0.013926084627745,0.013926084627745,0.000538101742621797,26,0.986073915372255,1,1.41497334797082,0,0,0,0,806,1.36363636363636,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,4,33,28,3,12,123,211,36352,0.0058043573943662,8.25264084507042e-05,3,0,208,8,1,0,0.014218009478673,0,0.014218009478673,8.25264084507042e-05,3,0.985781990521327,1,0.477121254719662,0,0,0,0,807,-0.884615384615385,3.09642826759309e-05
"MDCK",0.07,0,0,0,15,15,3,11,16,0,0,0,0,0,0,0,0,8,41,3,1005,926,78,764,1331,4216,78124,0.0539654907582817,0.000768009830525831,60,0,4156,8,1,0,0.0142314990512334,0,0.0142314990512334,0.000768009830525831,60,0.985768500948767,1,1.77815125038364,0,0,0,0,808,19,3.09642826759309e-05
"MDCK",0.07,0,0,0,4,1,0,0,1,0,0,0,2,4,2,2,0,4,4,4,244,235,68,89,458,1122,49437,0.0226955519145579,0.000323644234075692,6,10,1106,8,0.375,0.625,0.0053475935828877,0.0089126559714795,0.0142602495543672,0.000323644234075692,16,0.985739750445633,0.625,1.20411998265592,0.451544993495972,0,0,0,809,-0.733333333333333,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,12,3,12,6,382,303,24,133,518,1401,40727,0.0343997839271245,0.000491074717018194,0,20,1381,8,0,1,0,0.0142755174875089,0.0142755174875089,0.000491074717018194,20,0.985724482512491,1,1.30102999566398,0,0,0,0,810,0.25,3.09642826759309e-05
"MDCK",0.07,0,15,0,2,0,0,0,8,0,0,0,18,0,0,12,10,17,60,23,1893,524,55,950,965,4552,35010,0.130019994287346,0.00185661239645815,25,40,4487,8,0.384615384615385,0.615384615384615,0.0054920913884007,0.00878734622144113,0.0142794376098418,0.00185661239645815,65,0.985720562390158,0.615384615384615,1.81291335664286,0.69727436793956,0,0,0,811,2.25,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,6,2,6,6,214,185,40,99,275,839,30817,0.0272252328260376,0.00038939546354285,0,12,827,8,0,1,0,0.0143027413587604,0.0143027413587604,0.00038939546354285,12,0.98569725864124,1,1.07918124604762,0,0,0,0,812,-0.815384615384615,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,3,1,7,4,181,111,39,106,240,699,60070,0.0116364241717996,0.000166472448809722,4,6,689,8,0.4,0.6,0.00572246065808298,0.00858369098712446,0.0143061516452074,0.000166472448809722,10,0.985693848354793,0.6,1,0.4,0,0,0,813,-0.166666666666667,3.09642826759309e-05
"MDCK",0.07,0,0,0,4,1,0,2,4,0,0,0,0,0,0,0,0,1,5,14,152,184,43,78,264,752,39312,0.0191290191290191,0.00027981277981278,11,0,741,8,1,0,0.0146276595744681,0,0.0146276595744681,0.00027981277981278,11,0.985372340425532,1,1.04139268515823,0,0,0,0,814,0.1,3.09642826759309e-05
"MDCK",0.07,0,0,0,2,19,2,4,8,0,1,0,0,0,0,0,0,7,15,6,540,638,91,122,977,2432,52850,0.0460170293282876,0.000681173131504257,35,1,2396,8,0.972222222222222,0.0277777777777778,0.0143914473684211,0.000411184210526316,0.0148026315789474,0.000681173131504257,36,0.985197368421053,0.972222222222222,1.55630250076729,0.0432306250213135,0,0,0,815,2.27272727272727,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,10,2,7,4,209,161,56,96,460,1010,63838,0.0158212976597011,0.000234969767223284,0,15,995,8,0,1,0,0.0148514851485149,0.0148514851485149,0.000234969767223284,15,0.985148514851485,1,1.17609125905568,0,0,0,0,816,-0.583333333333333,3.09642826759309e-05
"MDCK",0.07,0,1,0,32,16,1,19,19,0,0,0,2,7,0,0,10,6,41,12,1931,1371,80,1143,2405,7096,63289,0.112120589675931,0.00169065714421147,88,19,6989,8,0.822429906542056,0.177570093457944,0.0124013528748591,0.00267756482525366,0.0150789177001127,0.00169065714421147,107,0.984921082299887,0.822429906542056,2.02938377768521,0.360357867065598,0,0,0,817,6.13333333333333,3.09642826759309e-05
"MDCK",0.07,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,4,7,27,39,21,20,71,197,32283,0.00610228293529102,9.29281665272744e-05,2,1,194,8,0.666666666666667,0.333333333333333,0.0101522842639594,0.0050761421319797,0.0152284263959391,9.29281665272744e-05,3,0.984771573604061,0.666666666666667,0.477121254719662,0.159040418239887,0,0,0,818,-0.97196261682243,3.09642826759309e-05
"MDCK",0.07,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,89,96,23,30,136,389,26527,0.0146643042937385,0.000226184642062804,6,0,383,8,1,0,0.0154241645244216,0,0.0154241645244216,0.000226184642062804,6,0.984575835475578,1,0.778151250383644,0,0,0,0,819,1,3.09642826759309e-05
"MDCK",0.07,1,0,0,42,13,0,17,16,0,5,0,1,0,0,0,0,10,25,12,2004,1838,80,475,1491,6030,89592,0.0673051165282614,0.00106036253236896,89,6,5935,8,0.936842105263158,0.0631578947368421,0.014759535655058,0.00099502487562189,0.0157545605306799,0.00106036253236896,95,0.98424543946932,0.936842105263158,1.97772360528885,0.124908859281401,0,0,0,820,14.8333333333333,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,1,4,5,105,99,16,30,176,443,10045,0.0441015430562469,0.000696864111498258,3,4,436,8,0.428571428571429,0.571428571428571,0.00677200902934537,0.0090293453724605,0.0158013544018059,0.000696864111498258,7,0.984198645598194,0.571428571428571,0.845098040014257,0.362184874291824,0,0,0,821,-0.926315789473684,3.09642826759309e-05
"MDCK",0.07,0,0,0,13,8,2,12,19,0,0,0,19,7,0,0,9,4,22,15,1558,1128,153,608,1947,5524,40657,0.135868362151659,0.00218904493691123,54,35,5435,8,0.606741573033708,0.393258426966292,0.00977552498189718,0.00633598841419261,0.0161115133960898,0.00218904493691123,89,0.98388848660391,0.606741573033708,1.94939000664491,0.766614047556988,0,0,0,822,11.7142857142857,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,3,8,0,1,7,2,10,5,289,231,19,141,463,1179,34117,0.0345575519535715,0.000556907113755606,0,19,1160,8,0,1,0,0.0161153519932146,0.0161153519932146,0.000556907113755606,19,0.983884648006785,1,1.27875360095283,0,0,0,0,823,-0.786516853932584,3.09642826759309e-05
"MDCK",0.07,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,61,27,4,17,64,184,37878,0.00485770104018164,7.92016473942658e-05,2,1,181,8,0.666666666666667,0.333333333333333,0.0108695652173913,0.00543478260869565,0.016304347826087,7.92016473942658e-05,3,0.983695652173913,0.666666666666667,0.477121254719662,0.159040418239887,0,0,0,824,-0.842105263157895,3.09642826759309e-05
"MDCK",0.07,0,0,0,5,9,0,0,6,0,0,0,0,9,0,0,2,9,12,7,314,638,9,202,618,1840,17210,0.10691458454387,0.00180127832655433,20,11,1809,8,0.645161290322581,0.354838709677419,0.0108695652173913,0.00597826086956522,0.0168478260869565,0.00180127832655433,31,0.983152173913043,0.645161290322581,1.49136169383427,0.529192859102484,0,0,0,825,9.33333333333333,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,8,4,1,3,12,1,9,1,395,341,29,266,586,1656,36100,0.0458725761772853,0.000775623268698061,0,28,1628,8,0,1,0,0.0169082125603865,0.0169082125603865,0.000775623268698061,28,0.983091787439614,1,1.44715803134222,0,0,0,0,826,-0.0967741935483871,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,6,4,5,3,161,173,105,109,396,973,31369,0.031017883898116,0.000541936306544678,0,17,956,8,0,1,0,0.0174717368961973,0.0174717368961973,0.000541936306544678,17,0.982528263103803,1,1.23044892137827,0,0,0,0,827,-0.392857142857143,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,37,57,3,10,49,170,23171,0.00733675715333822,0.00012947218505891,0,3,167,8,0,1,0,0.0176470588235294,0.0176470588235294,0.00012947218505891,3,0.982352941176471,1,0.477121254719662,0,0,0,0,828,-0.823529411764706,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,1,1,9,7,1,2,0,5,14,7,279,301,27,138,388,1180,20936,0.0563622468475353,0.00100305693542224,0,21,1159,8,0,1,0,0.0177966101694915,0.0177966101694915,0.00100305693542224,21,0.982203389830508,1,1.32221929473392,0,0,0,0,829,6,3.09642826759309e-05
"MDCK",0.07,0,0,0,2,0,0,1,1,0,0,0,0,4,0,0,2,2,6,4,119,150,19,59,183,552,33213,0.0166199981934785,0.0003010869237949,4,6,542,8,0.4,0.6,0.0072463768115942,0.0108695652173913,0.0181159420289855,0.0003010869237949,10,0.981884057971015,0.6,1,0.4,0,0,0,830,-0.523809523809524,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,19,23,5,14,42,110,28430,0.00386915230390433,7.03482237073514e-05,2,0,108,8,1,0,0.0181818181818182,0,0.0181818181818182,7.03482237073514e-05,2,0.981818181818182,1,0.301029995663981,0,0,0,0,831,-0.8,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,1,0,15,12,0,5,12,2,14,6,566,405,31,366,926,2361,37424,0.0630878580589996,0.00120243693886276,0,45,2316,8,0,1,0,0.0190597204574333,0.0190597204574333,0.00120243693886276,45,0.980940279542567,1,1.65321251377534,0,0,0,0,832,21.5,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,1,0,0,0,2,1,0,8,16,3,10,6,327,297,47,104,638,1460,42726,0.0341712306324018,0.000655338669662501,1,27,1432,8,0.0357142857142857,0.964285714285714,0.000684931506849315,0.0184931506849315,0.0191780821917808,0.000655338669662501,28,0.980821917808219,0.964285714285714,1.44715803134222,0.0516842154050793,0,0,0,833,-0.377777777777778,3.09642826759309e-05
"MDCK",0.07,0,0,1,1,0,1,0,9,0,0,0,4,5,1,9,1,3,12,5,406,260,78,249,614,1659,52905,0.0313580946980437,0.000604857763916454,12,20,1627,8,0.375,0.625,0.00723327305605787,0.0120554550934298,0.0192887281494876,0.000604857763916454,32,0.980711271850512,0.625,1.50514997831991,0.564431241869965,0,0,0,834,0.142857142857143,3.09642826759309e-05
"MDCK",0.07,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,2,5,5,142,118,17,32,130,460,37004,0.0124310885309696,0.000243216949518971,9,0,451,8,1,0,0.0195652173913043,0,0.0195652173913043,0.000243216949518971,9,0.980434782608696,1,0.954242509439325,0,0,0,0,835,-0.71875,3.09642826759309e-05
"MDCK",0.07,0,0,0,2,3,1,5,5,0,1,1,3,0,0,3,11,6,10,5,614,298,45,270,494,1777,52603,0.0337813432693953,0.000665361291181111,16,19,1742,8,0.457142857142857,0.542857142857143,0.00900393922341024,0.0106921778277997,0.0196961170512099,0.000665361291181111,35,0.98030388294879,0.542857142857143,1.54406804435028,0.705859677417269,0,0,0,836,2.88888888888889,3.09642826759309e-05
"MDCK",0.07,0,0,0,9,5,1,1,9,0,0,0,6,4,0,4,7,5,18,10,697,456,44,255,690,2221,31372,0.0707956139232437,0.00146627565982405,25,21,2175,8,0.543478260869565,0.456521739130435,0.0112561909049977,0.00945520036019811,0.0207113912651959,0.00146627565982405,46,0.979288608734804,0.543478260869565,1.66275783168157,0.759085097072023,0,0,0,837,0.314285714285714,3.09642826759309e-05
"MDCK",0.07,0,0,0,6,8,0,4,31,0,0,0,0,0,0,0,0,2,10,6,612,386,39,293,944,2341,29193,0.0801904566163121,0.00167848456821841,49,0,2292,8,1,0,0.0209312259718069,0,0.0209312259718069,0.00167848456821841,49,0.979068774028193,1,1.69019608002851,0,0,0,0,838,0.0652173913043478,3.09642826759309e-05
"MDCK",0.07,0,1,1,21,23,0,11,10,0,0,0,0,0,0,0,0,10,25,10,1173,804,64,437,554,3144,23201,0.135511400370674,0.00288780656006207,67,0,3077,8,1,0,0.0213104325699746,0,0.0213104325699746,0.00288780656006207,67,0.978689567430025,1,1.82607480270083,0,0,0,0,839,0.36734693877551,3.09642826759309e-05
"MDCK",0.07,0,0,1,0,0,0,1,2,0,0,0,2,1,0,4,3,1,6,5,158,89,28,91,260,652,49328,0.0132176451508271,0.000283814466428803,4,10,638,8,0.285714285714286,0.714285714285714,0.00613496932515337,0.0153374233128834,0.0214723926380368,0.000283814466428803,14,0.978527607361963,0.714285714285714,1.14612803567824,0.327465153050925,0,0,0,840,-0.791044776119403,3.09642826759309e-05
"MDCK",0.07,0,0,0,2,5,0,0,4,0,0,0,1,0,0,0,1,2,7,6,168,185,28,43,153,605,26337,0.0229714849831036,0.000493602156661731,11,2,592,8,0.846153846153846,0.153846153846154,0.0181818181818182,0.00330578512396694,0.0214876033057851,0.000493602156661731,13,0.978512396694215,0.846153846153846,1.11394335230684,0.171375900354898,0,0,0,841,-0.0714285714285714,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,1,0,1,2,0,0,0,1,2,0,1,0,2,5,8,77,87,6,24,153,370,36626,0.0101021132528805,0.000218424070332551,4,4,362,8,0.5,0.5,0.0108108108108108,0.0108108108108108,0.0216216216216216,0.000218424070332551,8,0.978378378378378,0.5,0.903089986991944,0.451544993495972,0,0,0,842,-0.384615384615385,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,4,2,6,1,115,90,27,51,187,490,31135,0.0157379155291473,0.000353300144531877,0,11,479,8,0,1,0,0.0224489795918367,0.0224489795918367,0.000353300144531877,11,0.977551020408163,1,1.04139268515823,0,0,0,0,843,0.375,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,4,5,182,164,66,73,253,770,29441,0.0261540029210964,0.000611392276077579,18,0,752,8,1,0,0.0233766233766234,0,0.0233766233766234,0.000611392276077579,18,0.976623376623377,1,1.25527250510331,0,0,0,0,844,0.636363636363636,3.09642826759309e-05
"MDCK",0.07,0,0,0,6,8,0,6,12,0,0,0,0,1,0,0,10,5,17,9,422,351,42,182,756,1827,52109,0.035061121879138,0.000825193344719722,32,11,1784,8,0.744186046511628,0.255813953488372,0.0175150519978106,0.0060207991242474,0.023535851122058,0.000825193344719722,43,0.976464148877942,0.744186046511628,1.63346845557959,0.417864023520359,0,0,0,845,1.38888888888889,3.09642826759309e-05
"MDCK",0.07,0,0,0,2,3,0,2,9,0,0,1,5,4,1,3,8,1,7,4,254,486,26,190,597,1603,36328,0.0441257432283638,0.00104602510460251,16,22,1565,8,0.421052631578947,0.578947368421053,0.0099812850904554,0.0137242669993762,0.0237055520898316,0.00104602510460251,38,0.976294447910168,0.578947368421053,1.57978359661681,0.665172040680762,0,0,0,846,-0.116279069767442,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,1,0,18,13,0,1,36,5,17,12,892,373,69,318,1152,2907,43662,0.066579634464752,0.00158032156108286,0,69,2838,8,0,1,0,0.0237358101135191,0.0237358101135191,0.00158032156108286,69,0.976264189886481,1,1.83884909073726,0,0,0,0,847,0.815789473684211,3.09642826759309e-05
"MDCK",0.07,0,0,0,3,0,1,11,20,0,0,1,14,6,0,6,31,9,12,6,1200,611,92,593,1255,3871,33009,0.117271047290133,0.00281741343270017,35,58,3778,8,0.376344086021505,0.623655913978495,0.00904159132007233,0.0149832084732627,0.0240247997933351,0.00281741343270017,93,0.975975200206665,0.623655913978495,1.96848294855394,0.740826916122449,0,0,0,848,0.347826086956522,3.09642826759309e-05
"MDCK",0.07,0,1,0,3,2,0,0,1,0,1,0,10,0,0,0,2,2,10,4,269,195,34,95,203,832,44260,0.0187980117487573,0.000451875282422052,7,13,812,8,0.35,0.65,0.00841346153846154,0.015625,0.0240384615384615,0.000451875282422052,20,0.975961538461538,0.65,1.30102999566398,0.455360498482393,0,0,0,849,-0.78494623655914,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,7,4,22,27,14,46,36,162,7596,0.0213270142180095,0.000526592943654555,1,3,158,8,0.25,0.75,0.00617283950617284,0.0185185185185185,0.0246913580246914,0.000526592943654555,4,0.975308641975309,0.75,0.602059991327962,0.150514997831991,0,0,0,850,-0.8,3.09642826759309e-05
"MDCK",0.07,1,0,1,50,18,0,14,102,0,0,2,0,0,0,0,0,17,50,21,1679,1326,103,1168,3007,7559,50057,0.151007851049803,0.00375571848093174,186,2,7371,8,0.98936170212766,0.0106382978723404,0.0246064294218812,0.000264585262600873,0.0248710146844821,0.00375571848093174,188,0.975128985315518,0.98936170212766,2.27415784926368,0.0241931686091881,0,0,0,851,46,3.09642826759309e-05
"MDCK",0.07,0,1,0,11,13,2,4,25,0,0,0,1,0,0,0,0,7,16,5,658,454,63,303,727,2290,37480,0.0610992529348986,0.00152081109925293,56,1,2233,8,0.982456140350877,0.0175438596491228,0.0244541484716157,0.000436681222707424,0.0248908296943231,0.00152081109925293,57,0.975109170305677,0.982456140350877,1.75587485567249,0.030804822029342,0,0,0,852,-0.696808510638298,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,6,21,29,10,16,31,119,53930,0.00220656406452809,5.56276654923048e-05,1,2,116,8,0.333333333333333,0.666666666666667,0.00840336134453781,0.0168067226890756,0.0252100840336134,5.56276654923048e-05,3,0.974789915966387,0.666666666666667,0.477121254719662,0.159040418239887,0,0,0,853,-0.947368421052632,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,1,3,3,2,129,80,20,32,117,396,60596,0.0065350848240808,0.000165027394547495,0,10,386,8,0,1,0,0.0252525252525253,0.0252525252525253,0.000165027394547495,10,0.974747474747475,1,1,0,0,0,0,854,2.33333333333333,3.09642826759309e-05
"MDCK",0.07,0,0,0,19,2,1,3,2,0,0,0,1,5,0,10,8,2,7,6,617,411,50,245,618,2007,47554,0.0422046515540228,0.00107246498717248,27,24,1956,8,0.529411764705882,0.470588235294118,0.0134529147982063,0.0119581464872945,0.0254110612855007,0.00107246498717248,51,0.974588938714499,0.529411764705882,1.70757017609794,0.803562435810794,0,0,0,855,4.1,3.09642826759309e-05
"MDCK",0.07,0,0,0,7,0,0,0,0,0,0,0,12,7,4,14,9,5,20,5,803,445,80,205,438,2054,45774,0.044872635120374,0.00115786254205444,7,46,2001,8,0.132075471698113,0.867924528301887,0.00340798442064265,0.0223953261927945,0.0258033106134372,0.00115786254205444,53,0.974196689386563,0.867924528301887,1.72427586960079,0.227734548815199,0,0,0,856,0.0392156862745098,3.09642826759309e-05
"MDCK",0.07,0,0,0,5,1,0,9,14,0,1,0,10,0,0,2,8,5,13,13,580,369,72,260,572,1934,55573,0.0348010724632465,0.000899717488708545,29,21,1884,8,0.58,0.42,0.014994829369183,0.0108583247156153,0.0258531540847983,0.000899717488708545,50,0.974146845915202,0.58,1.69897000433602,0.713567401821128,0,0,0,857,-0.0566037735849057,3.09642826759309e-05
"MDCK",0.07,0,0,0,11,7,0,2,2,0,1,1,19,18,0,10,22,7,29,8,1024,730,71,473,1134,3569,59993,0.0594902738652843,0.00155018085443302,22,71,3476,8,0.236559139784946,0.763440860215054,0.00616419165032222,0.0198935275987672,0.0260577192490894,0.00155018085443302,93,0.973942280750911,0.763440860215054,1.96848294855394,0.465662632991253,0,0,0,858,0.86,3.09642826759309e-05
"MDCK",0.07,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,3,1,2,93,87,10,39,101,345,29049,0.0118764845605701,0.000309821336362698,9,0,336,8,1,0,0.0260869565217391,0,0.0260869565217391,0.000309821336362698,9,0.973913043478261,1,0.954242509439325,0,0,0,0,859,-0.903225806451613,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,2,0,5,12,3,16,50,12,51,20,717,512,133,421,1323,3277,32269,0.101552573677523,0.00272707552139825,0,88,3189,8,0,1,0,0.026853829722307,0.026853829722307,0.00272707552139825,88,0.973146170277693,1,1.94448267215017,0,0,0,0,860,8.77777777777778,3.09642826759309e-05
"MDCK",0.07,0,0,0,33,4,0,10,4,0,0,0,0,0,0,0,0,3,17,9,591,217,29,379,536,1832,27714,0.0661037742657141,0.00184022515696038,51,0,1781,8,1,0,0.0278384279475983,0,0.0278384279475983,0.00184022515696038,51,0.972161572052402,1,1.70757017609794,0,0,0,0,861,-0.420454545454545,3.09642826759309e-05
"MDCK",0.07,0,3,0,12,0,1,16,0,0,0,0,0,0,0,0,0,2,10,7,161,353,34,112,437,1148,21264,0.0539879608728367,0.00150489089541008,32,0,1116,8,1,0,0.0278745644599303,0,0.0278745644599303,0.00150489089541008,32,0.97212543554007,1,1.50514997831991,0,0,0,0,862,-0.372549019607843,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,6,3,6,6,115,197,31,149,440,975,22358,0.0436085517488147,0.00125234815278647,0,28,947,8,0,1,0,0.0287179487179487,0.0287179487179487,0.00125234815278647,28,0.971282051282051,1,1.44715803134222,0,0,0,0,863,-0.125,3.09642826759309e-05
"MDCK",0.07,0,0,0,12,0,3,12,18,0,3,0,18,20,2,23,0,9,41,15,912,763,65,600,1346,3862,49789,0.0775673341501135,0.00222940810219125,45,66,3751,8,0.405405405405405,0.594594594594595,0.0116519937856033,0.0170895908855515,0.0287415846711548,0.00222940810219125,111,0.971258415328845,0.594594594594595,2.04532297878666,0.829184991399996,0,0,0,864,2.96428571428571,3.09642826759309e-05
"MDCK",0.07,0,0,0,5,0,2,0,15,0,0,0,0,0,0,0,0,2,11,4,106,160,45,94,321,765,39747,0.019246735602687,0.000553500893149169,22,0,743,8,1,0,0.0287581699346405,0,0.0287581699346405,0.000553500893149169,22,0.971241830065359,1,1.34242268082221,0,0,0,0,865,-0.801801801801802,3.09642826759309e-05
"MDCK",0.07,0,0,0,1,1,0,0,0,0,0,0,11,3,0,0,9,3,5,4,315,158,26,81,250,867,47773,0.018148326460553,0.000523308144767965,2,23,842,8,0.08,0.92,0.00230680507497117,0.0265282583621684,0.0288350634371396,0.000523308144767965,25,0.97116493656286,0.92,1.39794000867204,0.111835200693763,0,0,0,866,0.136363636363636,3.09642826759309e-05
"MDCK",0.07,0,0,0,1,3,1,0,1,0,0,0,1,1,0,1,2,1,2,2,99,53,18,33,144,363,36897,0.00983819822749817,0.000298127219015096,6,5,352,8,0.545454545454545,0.454545454545455,0.0165289256198347,0.0137741046831956,0.0303030303030303,0.000298127219015096,11,0.96969696969697,0.545454545454545,1.04139268515823,0.473360311435557,0,0,0,867,-0.56,3.09642826759309e-05
"MDCK",0.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,3,7,19,29,3,21,44,132,43602,0.00302738406495115,9.17389110591257e-05,1,3,128,8,0.25,0.75,0.00757575757575758,0.0227272727272727,0.0303030303030303,9.17389110591257e-05,4,0.96969696969697,0.75,0.602059991327962,0.150514997831991,0,0,0,868,-0.636363636363636,3.09642826759309e-05
"MDCK",0.07,0,0,0,12,8,2,20,5,0,0,0,0,8,0,1,10,2,28,10,354,428,74,387,767,2116,29763,0.0710949837045997,0.00221751839532305,47,19,2050,8,0.712121212121212,0.287878787878788,0.0222117202268431,0.00897920604914934,0.0311909262759924,0.00221751839532305,66,0.968809073724008,0.712121212121212,1.81954393554187,0.523808102655993,0,0,0,869,15.5,3.09642826759309e-05
