"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","mVarPB2","mVarPB1","mVarPA","mVarHA","mVarNP","mVarNA","mVarM","mVarNS","mHelperPB2","mHelperPB1","mHelperPA","mHelperHA","mHelperNP","mHelperNA","mHelperM","mHelperNS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop","WT","VAR","HELPER","HELPER_Segments","WT_Test_Prop","VAR_Test_Prop","WT_Prop","VAR_Prop","Test_Prop_Flu","Test_Prop_Cell","Test_Sum","HELPER_Prop","Purity","Test_Log","Minor_Frac","Mean_Log","Mean_Gain","Mean_Sum","Cell.ID","Test_Gain","Threshold"
"DF1",0.2,0,0,1,5,0,0,0,4,1,0,0,7,2,2,0,2,1,3,1,39,18,11,5,20,122,4113,0.0296620471675176,0.00583515681983953,10,14,98,8,0.416666666666667,0.583333333333333,0.0819672131147541,0.114754098360656,0.19672131147541,0.00583515681983953,24,0.80327868852459,0.583333333333333,1.38021124171161,0.575088017379836,0,0,0,326,-0.225806451612903,0.00133287131919916
"DF1",0.2,0,0,0,3,1,0,0,0,0,0,0,41,14,4,5,7,1,3,1,158,69,16,31,19,373,1093,0.341262580054895,0.0686184812442818,4,71,298,8,0.0533333333333333,0.946666666666667,0.0107238605898123,0.190348525469169,0.201072386058981,0.0686184812442818,75,0.798927613941019,0.946666666666667,1.8750612633917,0.100003267380891,0,0,0,327,2.125,0.00133287131919916
"DF1",0.2,0,0,0,3,4,0,3,3,1,5,0,217,80,28,48,51,5,14,3,674,373,162,176,349,2199,6325,0.347667984189723,0.0700395256916996,13,430,1756,8,0.0293453724604966,0.970654627539503,0.00591177808094588,0.195543428831287,0.201455206912233,0.0700395256916996,443,0.798544793087767,0.970654627539503,2.64640372622307,0.0776597030268621,0,0,0,328,4.90666666666667,0.00133287131919916
"DF1",0.2,0,4,0,5,5,3,4,0,0,0,0,0,0,1,1,0,1,3,3,14,37,2,18,11,112,1213,0.0923330585325639,0.0189612530915087,21,2,89,8,0.91304347826087,0.0869565217391304,0.1875,0.0178571428571429,0.205357142857143,0.0189612530915087,23,0.794642857142857,0.91304347826087,1.36172783601759,0.118411116175443,0,0,0,329,-0.948081264108352,0.00133287131919916
"DF1",0.2,0,1,0,2,1,0,0,2,0,1,0,31,21,6,8,9,4,7,1,186,65,9,29,15,398,1533,0.259621656881931,0.0534898891063275,6,76,316,8,0.0731707317073171,0.926829268292683,0.0150753768844221,0.190954773869347,0.206030150753769,0.0534898891063275,82,0.793969849246231,0.926829268292683,1.91381385238372,0.140035159930516,0,0,0,330,2.56521739130435,0.00133287131919916
"DF1",0.2,1,8,1,126,38,51,51,48,0,1,0,111,22,31,0,158,13,41,22,690,530,217,367,519,3046,12081,0.252131446072345,0.0535551692740667,324,323,2399,8,0.500772797527048,0.499227202472952,0.106369008535785,0.106040709126724,0.212409717662508,0.0535551692740667,647,0.787590282337492,0.500772797527048,2.8109042806687,1.40327988045748,0,0,0,331,6.89024390243902,0.00133287131919916
"DF1",0.2,0,0,2,10,51,0,26,46,1,1,0,3,63,0,31,85,4,11,13,17,442,7,206,478,1497,5826,0.256951596292482,0.0547545485753519,135,184,1178,8,0.423197492163009,0.576802507836991,0.0901803607214429,0.122912491649967,0.213092852371409,0.0547545485753519,319,0.78690714762859,0.576802507836991,2.50379068305718,1.05959793797091,0,0,0,332,-0.506955177743431,0.00133287131919916
"DF1",0.2,0,0,0,11,16,0,3,3,0,3,0,0,1,5,1,4,1,7,1,30,70,13,35,16,220,1871,0.117584179583111,0.0251202565473009,33,14,173,8,0.702127659574468,0.297872340425532,0.15,0.0636363636363636,0.213636363636364,0.0251202565473009,47,0.786363636363636,0.702127659574468,1.67209785793572,0.498071702363831,0,0,0,333,-0.852664576802508,0.00133287131919916
"DF1",0.2,0,0,0,5,5,2,0,2,0,1,0,1,11,0,1,4,1,1,1,51,19,22,5,17,149,1099,0.13557779799818,0.0291173794358508,14,18,117,8,0.4375,0.5625,0.0939597315436242,0.120805369127517,0.214765100671141,0.0291173794358508,32,0.785234899328859,0.5625,1.50514997831991,0.658503115514959,0,0,0,334,-0.319148936170213,0.00133287131919916
"DF1",0.2,0,0,0,0,0,0,0,0,0,0,0,14,9,4,24,4,2,5,1,52,54,20,49,17,255,1267,0.201262825572218,0.0434096290449882,0,55,200,8,0,1,0,0.215686274509804,0.215686274509804,0.0434096290449882,55,0.784313725490196,1,1.74036268949424,0,0,0,0,335,0.71875,0.00133287131919916
"DF1",0.2,0,0,0,0,0,1,1,0,3,2,0,49,14,9,19,42,10,5,3,160,128,30,62,109,647,2246,0.28806767586821,0.06233303650935,2,138,507,8,0.0142857142857143,0.985714285714286,0.00309119010819165,0.213292117465224,0.216383307573416,0.06233303650935,140,0.783616692426584,0.985714285714286,2.14612803567824,0.0306589719382605,0,0,0,336,1.54545454545455,0.00133287131919916
"DF1",0.2,0,4,0,36,26,8,62,62,1,2,2,46,42,0,22,61,3,60,5,297,289,65,341,271,1705,8592,0.198440409683426,0.0435288640595903,198,176,1331,8,0.529411764705882,0.470588235294118,0.116129032258065,0.103225806451613,0.219354838709677,0.0435288640595903,374,0.780645161290323,0.529411764705882,2.57287160220048,1.21076310691787,0,0,0,337,1.67142857142857,0.00133287131919916
"DF1",0.2,0,0,0,15,3,5,15,5,0,1,0,45,10,5,15,30,2,10,3,199,123,31,77,79,673,3319,0.202771919252787,0.0448930400723109,43,106,524,8,0.288590604026846,0.711409395973154,0.0638930163447251,0.157503714710253,0.221396731054978,0.0448930400723109,149,0.778603268945022,0.711409395973154,2.17318626841227,0.627161137863945,0,0,0,338,-0.601604278074866,0.00133287131919916
"DF1",0.2,0,1,0,39,52,9,8,11,0,0,0,6,7,4,8,7,4,12,2,187,159,16,62,75,669,2185,0.306178489702517,0.0695652173913043,120,32,517,8,0.789473684210526,0.210526315789474,0.179372197309417,0.0478325859491779,0.227204783258595,0.0695652173913043,152,0.772795216741405,0.789473684210526,2.18184358794477,0.459335492198899,0,0,0,339,0.0201342281879195,0.00133287131919916
"DF1",0.2,0,0,0,8,38,7,10,27,0,1,0,0,9,2,4,11,1,1,2,32,135,32,54,124,498,996,0.5,0.117469879518072,90,27,381,8,0.769230769230769,0.230769230769231,0.180722891566265,0.0542168674698795,0.234939759036145,0.117469879518072,117,0.765060240963855,0.769230769230769,2.06818586174616,0.47727366040296,0,0,0,340,-0.230263157894737,0.00133287131919916
"DF1",0.2,0,5,0,46,12,0,30,57,0,5,3,80,40,12,67,205,8,18,25,331,288,222,261,671,2386,6665,0.357989497374344,0.0843210802700675,150,412,1824,8,0.266903914590747,0.733096085409253,0.0628667225481978,0.172673931265717,0.235540653813915,0.0843210802700675,562,0.764459346186085,0.733096085409253,2.74973631556906,0.733915386717721,0,0,0,341,3.8034188034188,0.00133287131919916
"DF1",0.2,6,0,0,46,37,0,24,33,1,0,0,3,29,4,19,32,5,14,2,157,251,44,97,182,986,4771,0.206665269335569,0.0490463215258856,146,88,752,8,0.623931623931624,0.376068376068376,0.148073022312373,0.0892494929006085,0.237322515212982,0.0490463215258856,234,0.762677484787018,0.623931623931624,2.36921585741014,0.890987160051678,0,0,0,342,-0.583629893238434,0.00133287131919916
"DF1",0.2,0,0,1,3,8,7,4,0,0,0,0,8,9,2,2,0,1,4,4,60,42,8,8,14,185,1726,0.107184241019699,0.0254924681344148,23,21,141,8,0.522727272727273,0.477272727272727,0.124324324324324,0.113513513513514,0.237837837837838,0.0254924681344148,44,0.762162162162162,0.522727272727273,1.64345267648619,0.784375141050226,0,0,0,343,-0.811965811965812,0.00133287131919916
"DF1",0.2,0,0,0,0,2,0,1,1,0,0,0,12,6,4,4,14,2,1,4,39,46,11,8,29,184,2917,0.0630785053136784,0.015083990401097,4,40,140,8,0.0909090909090909,0.909090909090909,0.0217391304347826,0.217391304347826,0.239130434782609,0.015083990401097,44,0.760869565217391,0.909090909090909,1.64345267648619,0.149404788771472,0,0,0,344,0,0.00133287131919916
"DF1",0.2,1,1,0,3,3,0,2,6,0,0,1,1,7,3,5,9,2,1,2,39,34,19,14,20,173,2079,0.0832130832130832,0.0202020202020202,16,26,131,8,0.380952380952381,0.619047619047619,0.092485549132948,0.15028901734104,0.242774566473988,0.0202020202020202,42,0.757225433526012,0.619047619047619,1.6232492903979,0.618380682056343,0,0,0,345,-0.0454545454545455,0.00133287131919916
"DF1",0.2,0,0,0,0,2,1,7,0,0,0,1,12,26,3,12,11,3,4,1,54,77,26,41,16,297,1288,0.230590062111801,0.0582298136645963,10,65,222,8,0.133333333333333,0.866666666666667,0.0336700336700337,0.218855218855219,0.252525252525253,0.0582298136645963,75,0.747474747474748,0.866666666666667,1.8750612633917,0.250008168452227,0,0,0,346,0.785714285714286,0.00133287131919916
"DF1",0.2,0,1,0,5,2,0,2,0,0,3,0,2,4,3,1,5,6,15,1,16,24,2,7,10,109,2101,0.0518800571156592,0.0133269871489767,10,18,81,8,0.357142857142857,0.642857142857143,0.0917431192660551,0.165137614678899,0.256880733944954,0.0133269871489767,28,0.743119266055046,0.642857142857143,1.44715803134222,0.516842154050793,0,0,0,347,-0.626666666666667,0.00133287131919916
"DF1",0.2,0,0,0,6,1,0,6,1,0,3,1,7,5,4,3,9,1,1,1,48,37,11,11,20,176,1312,0.134146341463415,0.0350609756097561,14,32,130,8,0.304347826086957,0.695652173913043,0.0795454545454545,0.181818181818182,0.261363636363636,0.0350609756097561,46,0.738636363636364,0.695652173913043,1.66275783168157,0.506056731381349,0,0,0,348,0.642857142857143,0.00133287131919916
"DF1",0.2,0,3,1,21,30,17,13,9,0,0,0,15,21,3,8,6,4,4,2,122,124,53,47,58,561,1561,0.359385009609225,0.0941704035874439,94,53,414,8,0.639455782312925,0.360544217687075,0.167557932263815,0.0944741532976827,0.262032085561497,0.0941704035874439,147,0.737967914438503,0.639455782312925,2.16731733474818,0.781413732936417,0,0,0,349,2.19565217391304,0.00133287131919916
"DF1",0.2,2,7,1,1,84,8,0,81,0,0,0,1,1,0,0,0,2,3,1,389,55,3,22,44,705,1820,0.387362637362637,0.102197802197802,184,2,519,8,0.989247311827957,0.010752688172043,0.260992907801418,0.00283687943262411,0.263829787234043,0.102197802197802,186,0.736170212765957,0.989247311827957,2.26951294421792,0.0244033649915905,0,0,0,350,0.26530612244898,0.00133287131919916
"DF1",0.2,0,1,0,20,3,16,2,40,0,2,0,10,17,18,4,38,4,6,7,108,75,48,71,137,627,4769,0.131474103585657,0.0358565737051793,82,89,456,8,0.47953216374269,0.52046783625731,0.130781499202552,0.141945773524721,0.272727272727273,0.0358565737051793,171,0.727272727272727,0.52046783625731,2.23299611039215,1.07079345644536,0,0,0,351,-0.0806451612903226,0.00133287131919916
"DF1",0.2,0,0,1,1,6,5,2,2,0,1,0,5,3,5,0,2,1,3,1,40,15,9,4,13,119,1275,0.0933333333333333,0.0258823529411765,17,16,86,8,0.515151515151515,0.484848484848485,0.142857142857143,0.134453781512605,0.277310924369748,0.0258823529411765,33,0.722689075630252,0.515151515151515,1.51851393987789,0.736249182971097,0,0,0,352,-0.807017543859649,0.00133287131919916
"DF1",0.2,0,0,0,17,1,1,4,8,0,0,0,1,1,0,0,0,1,7,1,19,23,5,7,23,119,1851,0.0642895732036737,0.0178282009724473,31,2,86,8,0.939393939393939,0.0606060606060606,0.260504201680672,0.0168067226890756,0.277310924369748,0.0178282009724473,33,0.722689075630252,0.939393939393939,1.51851393987789,0.0920311478713871,0,0,0,353,0,0.00133287131919916
"DF1",0.2,0,0,0,3,0,0,0,0,0,0,0,82,0,0,1,0,5,1,3,53,63,26,20,51,308,2429,0.126801152737752,0.0354055166735282,3,83,222,8,0.0348837209302326,0.965116279069767,0.00974025974025974,0.269480519480519,0.279220779220779,0.0354055166735282,86,0.720779220779221,0.965116279069767,1.93449845124357,0.0674825041131477,0,0,0,354,1.60606060606061,0.00133287131919916
"DF1",0.2,0,1,0,3,1,1,0,5,0,18,6,322,19,65,203,397,25,27,9,373,479,103,532,1115,3704,10735,0.345039590125757,0.0969725197950629,11,1030,2663,8,0.010566762728146,0.989433237271854,0.00296976241900648,0.278077753779698,0.281047516198704,0.0969725197950629,1041,0.718952483801296,0.989433237271854,3.01745072951054,0.0318846859026089,0,0,0,355,11.1046511627907,0.00133287131919916
"DF1",0.2,1,2,0,11,38,8,9,13,0,0,0,1,5,5,1,13,3,7,3,87,58,40,24,49,378,3080,0.122727272727273,0.0347402597402597,82,25,271,8,0.766355140186916,0.233644859813084,0.216931216931217,0.0661375661375661,0.283068783068783,0.0347402597402597,107,0.716931216931217,0.766355140186916,2.02938377768521,0.474155088244208,0,0,0,356,-0.897214217098943,0.00133287131919916
"DF1",0.2,0,1,0,6,7,0,0,0,0,1,0,6,17,0,2,5,6,1,2,44,23,11,7,18,157,1048,0.149809160305344,0.0429389312977099,14,31,112,8,0.311111111111111,0.688888888888889,0.089171974522293,0.197452229299363,0.286624203821656,0.0429389312977099,45,0.713375796178344,0.688888888888889,1.65321251377534,0.51433278206344,0,0,0,357,-0.579439252336449,0.00133287131919916
"DF1",0.2,1,3,0,0,2,6,42,18,0,0,1,33,12,9,0,32,5,11,3,131,81,7,71,79,547,3379,0.161882213672684,0.0470553418171057,72,87,388,8,0.452830188679245,0.547169811320755,0.131627056672761,0.159049360146252,0.290676416819013,0.0470553418171057,159,0.709323583180987,0.547169811320755,2.20139712432045,0.996859075163978,0,0,0,358,2.53333333333333,0.00133287131919916
"DF1",0.2,5,31,28,693,117,163,820,2,0,0,0,2,6,0,3,3,32,51,17,1340,1241,78,779,1027,6438,11873,0.542238692832477,0.15775288469637,1859,14,4565,8,0.99252536038441,0.00747463961558996,0.288754271512892,0.00217458838148493,0.290928859894377,0.15775288469637,1873,0.709071140105623,0.99252536038441,3.27253777737524,0.0244610405142837,0,0,0,359,10.7798742138365,0.00133287131919916
"DF1",0.2,2,11,3,102,81,35,56,226,0,9,0,125,100,100,99,287,4,13,22,740,586,164,409,948,4122,11524,0.357688302672683,0.107254425546685,516,720,2886,8,0.41747572815534,0.58252427184466,0.125181950509461,0.174672489082969,0.299854439592431,0.107254425546685,1236,0.700145560407569,0.58252427184466,3.0920184707528,1.29084266254728,0,0,0,360,-0.340096102509343,0.00133287131919916
"DF1",0.2,0,3,0,17,11,5,15,11,1,3,3,31,66,31,13,95,9,13,7,165,195,107,64,150,1015,3460,0.293352601156069,0.088150289017341,62,243,710,8,0.20327868852459,0.79672131147541,0.0610837438423645,0.239408866995074,0.300492610837438,0.088150289017341,305,0.699507389162562,0.79672131147541,2.48429983934679,0.505005213244265,0,0,0,361,-0.753236245954693,0.00133287131919916
"DF1",0.2,0,0,0,0,0,0,0,0,2,3,3,18,12,6,9,0,4,2,3,26,54,9,9,15,175,1596,0.109649122807018,0.0332080200501253,0,53,122,8,0,1,0,0.302857142857143,0.302857142857143,0.0332080200501253,53,0.697142857142857,1,1.72427586960079,0,0,0,0,362,-0.826229508196721,0.00133287131919916
"DF1",0.2,0,0,0,0,4,0,0,0,0,3,0,57,33,2,18,19,5,4,1,70,103,34,45,43,441,1715,0.257142857142857,0.0793002915451895,4,132,305,8,0.0294117647058824,0.970588235294118,0.0090702947845805,0.299319727891156,0.308390022675737,0.0793002915451895,136,0.691609977324263,0.970588235294118,2.13353890837022,0.0627511443638299,0,0,0,363,1.56603773584906,0.00133287131919916
"DF1",0.2,1,1,0,205,41,19,104,205,3,88,1,318,195,21,167,489,2,35,14,1007,295,172,716,1789,5888,12841,0.458531267035278,0.144692780936064,576,1282,4030,8,0.310010764262648,0.689989235737352,0.0978260869565217,0.21773097826087,0.315557065217391,0.144692780936064,1858,0.684442934782609,0.689989235737352,3.26904570965762,1.01343935886049,0,0,0,364,12.6617647058824,0.00133287131919916
"DF1",0.2,0,2,1,20,24,16,11,90,1,0,2,12,41,1,28,183,1,11,8,114,104,63,124,511,1368,12801,0.106866651042887,0.0337473634872276,164,268,936,8,0.37962962962963,0.62037037037037,0.119883040935673,0.195906432748538,0.315789473684211,0.0337473634872276,432,0.684210526315789,0.62037037037037,2.63548374681491,1.00050771869825,0,0,0,365,-0.767491926803014,0.00133287131919916
"DF1",0.2,0,0,0,18,7,3,1,2,0,3,0,24,2,12,1,0,1,3,1,46,26,32,17,25,224,3121,0.0717718679910285,0.0233899391220763,31,42,151,8,0.424657534246575,0.575342465753425,0.138392857142857,0.1875,0.325892857142857,0.0233899391220763,73,0.674107142857143,0.575342465753425,1.86332286012046,0.791274091284029,0,0,0,366,-0.831018518518518,0.00133287131919916
"DF1",0.2,0,2,2,59,37,27,25,42,0,0,0,6,12,28,18,51,5,15,12,149,101,49,78,198,916,4937,0.185537775977314,0.0625886165687665,194,115,607,8,0.627831715210356,0.372168284789644,0.2117903930131,0.125545851528384,0.337336244541485,0.0625886165687665,309,0.662663755458515,0.627831715210356,2.48995847942483,0.926683576484971,0,0,0,367,3.23287671232877,0.00133287131919916
"DF1",0.2,0,2,1,259,26,15,0,22,0,1,0,2,1,0,1,3,3,4,5,231,124,40,94,151,985,3407,0.289110654534781,0.0977399471675961,325,8,652,8,0.975975975975976,0.024024024024024,0.32994923857868,0.00812182741116751,0.338071065989848,0.0977399471675961,333,0.661928934010152,0.975975975975976,2.52244423350632,0.0605992608650167,0,0,0,368,0.0776699029126214,0.00133287131919916
"DF1",0.2,0,0,0,0,6,3,2,5,0,0,0,3,8,7,2,7,1,1,1,28,19,8,10,16,127,1117,0.113697403760072,0.0384959713518353,16,27,84,8,0.372093023255814,0.627906976744186,0.125984251968504,0.21259842519685,0.338582677165354,0.0384959713518353,43,0.661417322834646,0.627906976744186,1.63346845557959,0.607802216029614,0,0,0,369,-0.870870870870871,0.00133287131919916
"DF1",0.2,1,0,0,27,26,2,16,13,0,0,0,0,0,0,0,0,2,1,4,62,26,27,25,15,247,1271,0.194335169158143,0.0668764752163651,85,0,162,8,1,0,0.34412955465587,0,0.34412955465587,0.0668764752163651,85,0.65587044534413,1,1.92941892571429,0,0,0,0,370,0.976744186046512,0.00133287131919916
"DF1",0.2,0,2,0,45,11,3,20,9,0,1,0,42,16,8,0,1,2,5,3,108,74,26,51,25,452,1755,0.257549857549858,0.09002849002849,90,68,294,8,0.569620253164557,0.430379746835443,0.199115044247788,0.150442477876106,0.349557522123894,0.09002849002849,158,0.650442477876106,0.569620253164557,2.19865708695442,0.946257480461397,0,0,0,371,0.858823529411765,0.00133287131919916
"DF1",0.2,0,0,0,3,6,1,1,1,5,5,4,105,212,76,139,244,9,15,4,475,284,143,157,340,2229,7124,0.312886019090399,0.11257720381808,12,790,1427,8,0.0149625935162095,0.985037406483791,0.0053835800807537,0.354419021982952,0.359802602063706,0.11257720381808,802,0.640197397936294,0.985037406483791,2.90417436828416,0.0434539805728304,0,0,0,372,4.07594936708861,0.00133287131919916
"DF1",0.2,2,4,4,96,123,24,38,136,0,1,0,68,57,35,33,62,6,19,12,343,184,95,186,343,1871,5564,0.3362688713156,0.12275341480949,427,256,1188,8,0.625183016105417,0.374816983894583,0.228220203099947,0.136825227151256,0.365045430251203,0.12275341480949,683,0.634954569748797,0.625183016105417,2.83442070368153,1.06238901924227,0,0,0,373,-0.148379052369077,0.00133287131919916
"DF1",0.2,0,5,0,26,106,1,92,404,3,9,2,83,153,76,20,575,18,43,49,627,510,275,176,995,4248,17726,0.239647974726391,0.087724246869006,634,921,2693,8,0.407717041800643,0.592282958199357,0.14924670433145,0.21680790960452,0.36605461393597,0.087724246869006,1555,0.63394538606403,0.592282958199357,3.19173039336286,1.30132287420711,0,0,0,374,1.27672035139092,0.00133287131919916
"DF1",0.2,0,1,0,17,6,1,26,8,0,0,0,1,0,0,0,0,1,1,1,36,23,14,10,16,162,2687,0.0602902865649423,0.0223297357647935,59,1,102,8,0.983333333333333,0.0166666666666667,0.364197530864198,0.00617283950617284,0.37037037037037,0.0223297357647935,60,0.62962962962963,0.983333333333333,1.77815125038364,0.0296358541730607,0,0,0,375,-0.961414790996785,0.00133287131919916
"DF1",0.2,0,1,0,22,27,6,2,8,3,3,0,21,31,8,6,25,3,3,2,172,43,16,18,12,432,1453,0.297315898141776,0.112181693048864,66,97,269,8,0.404907975460123,0.595092024539877,0.152777777777778,0.224537037037037,0.377314814814815,0.112181693048864,163,0.622685185185185,0.595092024539877,2.21218760440396,0.895732404237185,0,0,0,376,1.71666666666667,0.00133287131919916
"DF1",0.2,0,0,2,33,27,0,10,36,1,0,1,0,8,22,16,32,4,7,2,120,48,41,50,22,482,7829,0.06156597266573,0.0240132839443096,108,80,294,8,0.574468085106383,0.425531914893617,0.224066390041494,0.16597510373444,0.390041493775934,0.0240132839443096,188,0.609958506224066,0.574468085106383,2.27415784926368,0.967726744367523,0,0,0,377,0.153374233128834,0.00133287131919916
"DF1",0.2,0,1,0,19,9,4,6,16,98,133,0,1677,2246,561,858,1184,48,95,91,2074,3326,849,1007,2279,16581,33385,0.496660176726075,0.204043732215067,55,6757,9769,8,0.00807398708162067,0.991926012918379,0.00331704963512454,0.407514625173391,0.410831674808516,0.204043732215067,6812,0.589168325191484,0.991926012918379,3.83327463929056,0.0309498099179361,0,0,0,378,35.2340425531915,0.00133287131919916
"DF1",0.2,8,24,2,184,106,63,91,168,8,37,6,73,66,19,105,4,9,35,50,350,389,103,76,332,2308,10303,0.224012423565952,0.0935649810734737,646,318,1344,8,0.670124481327801,0.329875518672199,0.279896013864818,0.137781629116118,0.417677642980936,0.0935649810734737,964,0.582322357019064,0.670124481327801,2.98407703390283,0.984373959316494,0,0,0,379,-0.858485026423958,0.00133287131919916
"DF1",0.2,0,1,0,82,32,6,11,9,0,0,0,56,27,4,8,2,3,1,2,141,112,18,20,30,565,1360,0.415441176470588,0.175,141,97,327,8,0.592436974789916,0.407563025210084,0.249557522123894,0.171681415929204,0.421238938053097,0.175,238,0.578761061946903,0.592436974789916,2.37657695705651,0.968604894262528,0,0,0,380,-0.753112033195021,0.00133287131919916
"DF1",0.2,0,1,0,7,3,2,4,5,0,7,2,917,203,159,220,851,4,25,7,742,499,216,313,1113,5300,15370,0.344827586206897,0.15491216655823,22,2359,2919,8,0.00923981520369593,0.990760184796304,0.00415094339622642,0.445094339622641,0.449245283018868,0.15491216655823,2381,0.550754716981132,0.990760184796304,3.37675939540488,0.0312006328008851,0,0,0,381,9.00420168067227,0.00133287131919916
"DF1",0.2,0,9,0,74,112,36,65,67,4,0,0,90,77,17,45,50,2,7,1,134,181,71,119,226,1387,6795,0.204120676968359,0.0950699043414275,363,283,741,8,0.561919504643963,0.438080495356037,0.261715933669791,0.204037490987743,0.465753424657534,0.0950699043414275,646,0.534246575342466,0.561919504643963,2.81023251799508,1.23110805354893,0,0,0,382,-0.728685426291474,0.00133287131919916
"DF1",0.2,9,19,2,306,202,181,203,659,0,1,0,2,5,1,0,7,2,22,11,476,312,65,26,790,3301,11846,0.278659463109911,0.134813439135573,1581,16,1704,8,0.989981214777708,0.0100187852222918,0.478945774007876,0.00484701605574068,0.483792790063617,0.134813439135573,1597,0.516207209936383,0.989981214777708,3.20330491613848,0.0320932239563029,0,0,0,383,1.47213622291022,0.00133287131919916
"DF1",0.2,0,3,0,25,28,11,13,22,0,4,1,40,35,13,15,29,2,4,1,85,54,18,46,38,487,2378,0.204793944491169,0.100504625735913,102,137,248,8,0.426778242677824,0.573221757322176,0.209445585215606,0.281314168377823,0.490759753593429,0.100504625735913,239,0.509240246406571,0.573221757322176,2.37839790094814,1.01504847655527,0,0,0,384,-0.850344395742016,0.00133287131919916
"DF1",0.2,1,0,0,77,34,2,6,13,0,1,0,54,23,3,0,13,1,4,1,13,78,29,22,20,395,1218,0.324302134646962,0.186371100164204,133,94,168,8,0.585903083700441,0.414096916299559,0.336708860759494,0.237974683544304,0.574683544303797,0.186371100164204,227,0.425316455696203,0.585903083700441,2.35602585719312,0.975623042185698,0,0,0,385,-0.0502092050209205,0.00133287131919916
"DF1",0.6,0,0,0,13,16,8,12,7,0,1,1,3,3,0,4,2,6,18,10,43,111,56,64,99,477,1270,0.375590551181102,0.0551181102362205,56,14,407,8,0.8,0.2,0.117400419287212,0.0293501048218029,0.146750524109015,0.0551181102362205,70,0.853249475890985,0.8,1.84509804001426,0.369019608002851,0,0,0,394,-0.113924050632911,0.0479878635610712
"DF1",0.6,0,0,0,116,5,1,22,17,0,21,7,133,14,156,216,293,11,52,9,1247,855,283,564,2269,6291,16565,0.379776637488681,0.0604286145487474,161,840,5290,8,0.160839160839161,0.839160839160839,0.0255921157208711,0.133524082021936,0.159116197742807,0.0604286145487474,1001,0.840883802257193,0.839160839160839,3.00043407747932,0.482587299174995,0,0,0,396,31.2903225806452,0.0479878635610712
"DF1",0.6,0,2,0,15,37,10,26,15,0,2,1,1,8,0,3,8,5,31,28,62,160,84,114,150,762,1812,0.420529801324503,0.0706401766004415,105,23,634,8,0.8203125,0.1796875,0.137795275590551,0.0301837270341207,0.167979002624672,0.0706401766004415,128,0.832020997375328,0.8203125,2.10720996964787,0.378639291421101,0,0,0,397,-0.872127872127872,0.0479878635610712
"DF1",0.6,0,0,0,20,7,7,8,12,0,2,0,15,20,6,6,22,2,5,3,181,146,69,89,105,725,2277,0.318401405357927,0.0548967940272288,54,71,600,8,0.432,0.568,0.0744827586206896,0.0979310344827586,0.172413793103448,0.0548967940272288,125,0.827586206896552,0.568,2.09691001300806,0.90586512561948,0,0,0,398,-0.0234375,0.0479878635610712
"DF1",0.6,0,4,0,18,15,9,12,7,0,0,3,6,8,0,6,3,5,16,14,49,101,69,59,109,513,1351,0.379718726868986,0.0673575129533679,65,26,422,8,0.714285714285714,0.285714285714286,0.126705653021442,0.050682261208577,0.177387914230019,0.0673575129533679,91,0.82261208576998,0.714285714285714,1.95904139232109,0.559726112091741,0,0,0,400,-0.354609929078014,0.0479878635610712
"DF1",0.6,0,0,0,15,8,8,10,8,0,0,2,6,10,0,24,10,3,19,6,61,103,54,94,122,563,1914,0.294148380355277,0.0527690700104493,49,52,462,8,0.485148514851485,0.514851485148515,0.0870337477797513,0.0923623445825933,0.179396092362345,0.0527690700104493,101,0.820603907637655,0.514851485148515,2.00432137378264,0.972393537775737,0,0,0,401,0.10989010989011,0.0479878635610712
"DF1",0.6,0,1,0,8,84,15,103,115,0,1,0,0,7,2,4,3,2,6,9,272,315,63,318,542,1870,5506,0.339629495096259,0.0622956774427897,326,17,1527,8,0.950437317784257,0.0495626822157434,0.174331550802139,0.00909090909090909,0.183422459893048,0.0622956774427897,343,0.816577540106952,0.950437317784257,2.53529412004277,0.125655976795123,0,0,0,402,2.3960396039604,0.0479878635610712
"DF1",0.6,1,5,12,124,120,85,96,57,1,9,0,12,11,31,270,163,11,31,30,1616,783,295,816,620,5199,13659,0.38062815725895,0.0729921663372136,500,497,4202,8,0.501504513540622,0.498495486459378,0.0961723408347759,0.0955953067897673,0.191767647624543,0.0729921663372136,997,0.808232352375457,0.501504513540622,2.99869515831166,1.49483600168595,0,0,0,404,13.6617647058824,0.0479878635610712
"DF1",0.6,0,1,0,8,17,4,19,2,1,0,1,1,13,1,13,7,5,25,7,31,102,32,60,105,455,1665,0.273273273273273,0.0528528528528528,51,37,367,8,0.579545454545455,0.420454545454545,0.112087912087912,0.0813186813186813,0.193406593406593,0.0528528528528528,88,0.806593406593407,0.579545454545455,1.94448267215017,0.817566578063139,0,0,0,405,-0.911735205616851,0.0479878635610712
"DF1",0.6,38,63,34,626,599,59,9,199,0,0,48,19,20,4,3,13,59,123,92,1970,2118,212,1051,1100,8459,19999,0.422971148557428,0.0867043352167608,1627,107,6725,8,0.938292964244521,0.0617070357554787,0.19233952003783,0.0126492493202506,0.20498876935808,0.0867043352167608,1734,0.79501123064192,0.938292964244521,3.23904909314019,0.199872118204153,0,0,0,407,47.1666666666667,0.0479878635610712
