"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","mVarPB2","mVarPB1","mVarPA","mVarHA","mVarNP","mVarNA","mVarM","mVarNS","mHelperPB2","mHelperPB1","mHelperPA","mHelperHA","mHelperNP","mHelperNA","mHelperM","mHelperNS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop"
"DF1",0.6,0,2,0,19,14,6,13,7,0,0,0,20,10,6,6,8,0,11,2,67,32,17,23,35,298,1650,0.180606060606061,0.0672727272727273
"DF1",0.6,1,0,0,5,13,2,6,5,3,4,1,21,60,3,33,24,9,7,1,63,106,8,32,38,445,1958,0.227272727272727,0.09244126659857
"DF1",0.6,0,4,0,65,15,9,26,38,1,5,0,58,31,27,30,31,0,0,1,37,51,20,16,14,479,2000,0.2395,0.17
"DF1",0.6,0,0,0,1,4,4,0,17,0,2,0,4,6,2,15,13,1,2,1,104,34,22,60,73,365,1800,0.202777777777778,0.0377777777777778
"DF1",0.6,0,0,0,3,3,0,1,3,0,1,2,1,5,0,1,4,0,0,0,7,14,3,3,12,63,4131,0.0152505446623094,0.00580973129992738
"DF1",0.6,3,8,3,34,78,31,85,119,1,10,20,138,88,52,125,314,5,11,7,141,206,80,238,404,2201,11539,0.19074443192651,0.0961088482537482
"DF1",0.6,0,138,4,73,78,20,7,25,0,1,0,1,2,0,0,2,0,12,5,67,51,43,11,46,586,2410,0.243153526970954,0.145643153526971
"DF1",0.6,0,1,0,18,14,11,14,20,1,13,3,5,29,15,15,18,2,9,1,96,24,6,56,66,437,3275,0.133435114503817,0.0540458015267176
"DF1",0.6,0,0,0,1,2,0,1,1,0,1,0,38,18,2,1,7,0,1,0,42,24,2,15,23,179,1926,0.092938733125649,0.0373831775700935
"DF1",0.6,0,0,0,6,11,1,0,3,0,0,0,11,8,2,4,10,3,2,2,73,55,10,27,17,245,1200,0.204166666666667,0.0466666666666667
"DF1",0.6,0,1,1,15,36,2,5,16,0,1,0,9,4,2,3,1,0,8,1,54,70,14,18,18,279,1742,0.1601607347876,0.0551090700344432
"DF1",0.6,1,4,4,46,50,26,16,117,0,0,1,34,28,12,14,67,1,6,6,67,42,60,27,155,784,7319,0.107118458805848,0.0573848886459899
"DF1",0.6,0,2,0,31,16,22,9,25,0,3,1,23,29,19,5,17,0,2,2,127,74,75,20,67,569,3636,0.156490649064906,0.0555555555555556
"DF1",0.6,0,2,1,18,31,1,9,1,0,1,0,17,10,5,7,4,1,1,1,47,54,13,24,25,273,1355,0.201476014760148,0.0789667896678967
"DF1",0.6,1,0,0,16,21,5,29,23,0,0,1,15,15,4,4,15,1,5,1,56,19,13,15,37,296,1253,0.236233040702314,0.118914604948125
"DF1",0.6,0,1,1,20,8,1,1,4,0,0,0,4,5,3,5,11,0,2,0,9,13,3,6,7,104,1912,0.0543933054393305,0.0334728033472803
"DF1",0.6,0,0,0,0,0,0,0,0,1,7,0,10,34,7,8,15,0,3,1,17,12,3,19,12,149,1227,0.121434392828036,0.0668296658516707
"DF1",0.6,1,20,0,199,179,27,171,46,5,13,9,172,249,78,63,230,8,2,8,107,203,113,544,209,2656,7250,0.366344827586207,0.201655172413793
"DF1",0.6,0,3,2,129,51,8,13,79,0,5,0,76,41,18,6,73,0,3,1,237,93,25,43,99,1005,5739,0.175117616309462,0.0878201777313121
"DF1",0.6,0,0,0,1,2,1,2,0,0,1,2,23,27,12,15,60,2,6,1,78,66,30,10,105,444,2381,0.186476270474591,0.0613187736245275
"DF1",0.6,4,2,4,59,39,19,58,2,2,4,3,44,52,12,6,41,5,6,4,64,266,59,107,56,918,3425,0.268029197080292,0.102481751824818
"DF1",0.6,0,0,1,4,6,0,3,6,0,2,0,1,9,3,2,8,1,4,0,17,29,13,8,16,133,1495,0.0889632107023411,0.0301003344481605
"DF1",0.6,1,0,0,14,11,1,5,5,1,0,0,7,8,0,1,5,0,1,0,44,22,14,9,16,165,1512,0.109126984126984,0.039021164021164
"DF1",0.6,3,0,2,47,43,1,112,71,4,2,0,69,86,64,68,223,1,3,2,32,157,58,118,118,1284,5647,0.227377368514255,0.14078271648663
"DF1",0.6,1,1,1,27,41,5,54,39,0,0,1,12,13,10,3,36,1,8,5,77,127,74,60,80,676,2573,0.262728332685581,0.0948309366498251
"DF1",0.6,0,0,0,1,0,0,0,0,0,1,1,37,18,23,16,71,0,0,1,38,49,15,30,76,377,1203,0.313383208645054,0.139650872817955
"DF1",0.6,8,5,0,53,16,20,28,92,0,2,0,2,8,18,8,9,7,7,3,115,67,11,39,362,880,12941,0.0680009272853721,0.0207866470906421
"DF1",0.6,0,2,1,48,44,20,47,59,1,0,0,19,13,12,6,24,1,9,4,159,99,41,74,96,779,4220,0.184597156398104,0.0701421800947867
"DF1",0.6,0,0,0,0,4,0,0,2,0,0,0,0,0,1,2,2,0,0,1,2,8,0,2,6,30,1410,0.0212765957446809,0.00780141843971631
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,72,74,27,41,135,361,29881,0.0120812556474014,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,7,438,107,40,206,527,1335,40374,0.033065834447912,0.000024768415316788
"MDCK",0.02,0,0,0,2,85,0,0,1,0,0,0,0,0,0,0,0,7,23,6,1030,956,72,1052,2342,5576,62595,0.0890805974918124,0.00140586308810608
"MDCK",0.02,0,1,0,4,1,0,1,1,0,0,0,16,11,0,0,2,6,25,20,1087,462,89,472,530,2728,32509,0.0839152234765757,0.00113814635946969
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,2,404,260,37,174,388,1274,34014,0.03745516552008,0.000029399658963956
"MDCK",0.02,0,1,0,4,0,0,2,0,0,1,1,0,0,0,0,0,15,26,7,1037,410,22,256,433,2215,31980,0.0692620387742339,0.000281425891181989
"MDCK",0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,8,701,527,45,434,981,2716,29653,0.0915927562135366,0.0000337234006677233
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,27,4,2,5,28,75,32395,0.00231517209445902,0.0000308689612594536
"MDCK",0.02,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,13,1,19,7,421,413,19,448,826,2175,47381,0.0459044764779131,0.000443215634959161
"MDCK",0.02,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,13,9,371,315,35,89,308,1146,39813,0.0287845678547208,0.0000502348479139979
"MDCK",0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18,9,994,659,56,372,816,2926,54332,0.0538540823087683,0.0000184053596407274
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,37,16,1290,893,83,717,1577,4622,53274,0.0867590194090926,0.0000187708826069002
"MDCK",0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,17,9,514,515,36,960,1321,3381,36429,0.0928106728156139,0.0000274506574432458
"MDCK",0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,19,5,1182,454,85,738,1111,3608,34097,0.105815760917383,0.0000293280933806493
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,352,384,34,322,1042,2154,36533,0.0589603919743793,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,311,320,50,153,752,1608,51472,0.0312402859807274,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,74,29,18,28,60,214,33042,0.00647660553235276,0
"MDCK",0.02,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,8,30,11,1177,580,54,691,1344,3900,47605,0.0819241676294507,0.000105030984140321
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,568,426,62,478,1037,2602,46305,0.0561926357844725,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,2,17,4,386,330,18,301,587,1660,39982,0.0415186834075334,0.000375168825971687
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,44,10,505,836,102,208,1374,3096,69783,0.0443661063582821,0.0000143301377126234
"MDCK",0.02,0,0,0,3,1,1,5,7,0,0,1,0,0,0,0,0,6,22,10,554,359,34,352,539,1894,46538,0.040697924276935,0.000386780695345739
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,375,221,46,220,423,1301,37451,0.0347387252676831,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,93,92,19,77,118,405,19268,0.0210193066223791,0
"MDCK",0.02,0,0,0,6,1,0,2,6,0,1,0,0,0,0,0,0,1,9,9,527,328,30,267,318,1505,52266,0.0287950101404355,0.00030612635365247
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,258,183,68,132,447,1099,45632,0.0240839761570827,0
"MDCK",0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,4,9,6,752,595,34,405,1185,3001,52166,0.0575278917302458,0.00021086531457271
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,223,263,59,125,448,1138,29417,0.0386851140496992,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,27,28,4,19,110,194,35695,0.00543493486482701,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,95,86,11,53,102,360,36168,0.0099535500995355,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,17,9,787,294,62,331,616,2122,33374,0.063582429436088,0.0000299634445975909
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,6,5,263,176,78,100,190,832,6203,0.134128647428664,0.00016121231662099
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,83,66,5,31,120,312,26720,0.0116766467065868,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,5,9,206,180,38,113,304,861,46371,0.0185676392572944,0.0000431304047788488
"MDCK",0.02,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,6,16,10,429,520,49,532,820,2385,54318,0.0439080967635038,0.0000552303103943444
"MDCK",0.02,0,0,0,2,0,1,2,15,0,0,0,0,0,0,0,0,3,13,7,453,318,82,207,817,1920,50275,0.0381899552461462,0.000397812033814023
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,5,3,88,73,13,24,97,308,33821,0.0091067679843884,0.0000591348570414831
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,14,1416,973,114,1122,2484,6160,82018,0.0751054646541003,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,11,9,963,534,69,460,1730,3781,49901,0.0757700246488046,0.0000200396785635558
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,365,371,19,381,644,1804,44300,0.0407223476297968,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,1,0,10,3,1,5,5,22,22,1335,602,106,562,1117,3791,42127,0.0899897927694828,0.000474754907778859
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,163,129,18,73,197,596,33093,0.0180098510258967,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,179,178,55,94,428,949,50951,0.0186257384545936,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,107,107,19,63,286,590,22319,0.0264348761145213,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,15,8,909,495,38,244,941,2661,44356,0.0599918838488592,0.000135269185679502
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,174,94,15,130,305,728,49294,0.01476853166714,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,8,571,383,24,391,974,2377,41092,0.0578458094032902,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12,18,194,166,39,112,215,759,41733,0.0181870462224139,0.0000239618527304531
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,10,471,312,82,135,292,1310,30384,0.0431147972617167,0.0000658241179568194
"MDCK",0.02,0,0,0,0,2,1,1,0,0,0,2,2,0,0,1,2,3,9,10,359,273,53,227,777,1722,35730,0.0481947942905122,0.000307864539602575
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,156,157,18,16,81,435,4670,0.0931477516059957,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,20,8,920,478,54,580,1088,3163,30186,0.104783674551116,0.000496919101570264
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,109,86,39,128,159,530,35775,0.0148148148148148,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,76,83,18,28,126,337,56542,0.00596017120016979,0
"MDCK",0.02,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,8,5,596,327,28,162,445,1578,37342,0.0422580472390338,0.000107117990466499
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,11,773,604,89,338,1006,2863,55694,0.0514058965059073,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,714,459,44,178,1312,2733,35621,0.0767244041436231,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,64,3,8,51,150,2782,0.0539180445722502,0
"MDCK",0.02,0,3,0,1,0,0,1,7,0,1,0,0,0,0,2,8,1,3,5,79,100,25,53,205,494,38317,0.0128924498264478,0.000600255761150403
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,20,756,641,54,701,1432,3631,61634,0.058912288671837,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,12,7,211,106,21,225,504,1092,51573,0.0211738700482811,0.0000969499544335214
"MDCK",0.02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,14,11,452,256,70,234,575,1617,72077,0.0224343410519306,0.0000554962054469526
"MDCK",0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,386,210,40,232,761,1643,47115,0.0348721214050727,0.0000212246630584739
"MDCK",0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,9,4,1284,535,83,747,1970,4642,72423,0.0640956602184389,0.0000276155365008354
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,184,79,23,47,44,383,4590,0.083442265795207,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,20,1,3,9,60,7868,0.00762582613116421,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,25,20,0,6,9,6,10,14,1026,1203,99,471,1593,4482,49351,0.0908188283925351,0.00121578083524143
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,118,100,17,40,159,443,45539,0.00972792551439425,0
"MDCK",0.02,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,6,12,14,624,491,78,368,1031,2633,52319,0.0503258854335901,0.000172021636499169
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,19,1589,1217,91,945,1980,5872,44301,0.132547798018103,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,203,207,43,79,531,1083,33094,0.0327249652504986,0
"MDCK",0.02,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,10,4,342,229,26,117,351,1084,32070,0.0338010601808544,0.000062363579669473
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,59,52,25,27,84,258,47602,0.00541994033864123,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,180,175,25,55,232,677,35979,0.0188165318658106,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,392,231,32,203,240,1118,44987,0.0248516238024318,0
"MDCK",0.02,0,0,0,0,0,0,0,1,0,4,0,0,4,1,8,0,9,64,7,914,392,57,533,1098,3092,36221,0.0853648435990172,0.000496949283564783
"MDCK",0.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,19,13,1256,749,46,610,1106,3808,48191,0.07901890394472,0.0000415015251810504
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,7,164,199,28,91,440,939,26169,0.035882150636249,0.000114639458901754
"MDCK",0.02,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,11,8,461,304,34,532,1284,2638,45802,0.0575957381773722,0.000043666215449107
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,41,44,12,21,51,179,29434,0.00608140245974044,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,477,394,39,324,881,2138,54318,0.0393608012077028,0
"MDCK",0.02,0,1,0,5,2,0,0,2,0,0,0,0,0,0,0,0,3,9,1,529,294,47,307,332,1532,17309,0.0885088682188457,0.000577734126754867
"MDCK",0.02,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,12,7,719,878,141,414,1806,3988,65961,0.0604599687694244,0.0000303209472263914
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,8,319,310,40,154,610,1459,56956,0.025616265187162,0.0000175574127396587
"MDCK",0.02,0,0,0,0,0,0,0,1,0,0,0,0,3,0,6,8,5,12,15,1004,425,42,636,727,2884,38087,0.0757213747472891,0.000472602200225799
"MDCK",0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,30,17,1118,986,72,562,1134,3925,43030,0.0912154310945852,0.0000232396002788752
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,349,311,73,96,242,1099,23008,0.0477659944367177,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,139,98,20,60,251,578,46561,0.0124138227271751,0.0000644316058503898
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,11,496,350,63,342,409,1694,61435,0.0275738585496867,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,88,148,19,38,296,602,34022,0.0176944330139322,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,28,20,820,715,75,699,1592,3956,64010,0.0618028433057335,0.0000156225589751601
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,66,49,20,40,98,283,35820,0.00790061418202122,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,4,7,270,371,58,150,621,1495,50237,0.029758942612019,0.000238867766785437
"MDCK",0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,146,111,32,64,222,595,42387,0.014037322764055,0.0000235921390992521
"MDCK",0.02,1,0,0,5,6,1,2,9,0,0,0,0,0,0,0,0,9,8,15,229,261,26,90,568,1230,88562,0.0138885752354283,0.000270996589959576
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,69,42,13,25,70,225,23778,0.00946252838758516,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,17,2,2,16,47,28520,0.00164796633941094,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,8,1047,734,48,813,1194,3883,36455,0.106514881360582,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,584,550,78,448,999,2686,38773,0.0692750109612359,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,9,12,6,565,501,164,474,880,2615,51118,0.0511561485191126,0.0000782503227825815
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,130,152,30,66,247,638,59790,0.0106706807158388,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,105,61,24,52,136,382,37955,0.0100645501251482,0
"MDCK",0.02,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,14,10,987,903,46,595,1472,4033,48960,0.0823733660130719,0.0000408496732026144
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,194,147,30,126,461,972,49757,0.0195349398074643,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,26,5,5,16,72,26003,0.00276891127946775,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,139,157,39,57,206,609,31797,0.0191527502594584,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,15,406,463,64,196,814,1976,54850,0.0360255241567912,0.0000182315405651778
"MDCK",0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6,526,293,27,323,612,1805,26414,0.0683349738774892,0.0000378587112894677
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,5,422,518,83,360,1225,2637,58034,0.0454388806561671,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,7,7,11,675,447,50,299,815,2319,41555,0.0558055588978462,0.000192515942726507
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,167,138,21,51,278,668,32805,0.0203627495808566,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,628,308,54,317,940,2270,40668,0.055817842037966,0
"MDCK",0.02,0,0,2,3,2,0,1,3,0,0,1,0,0,0,0,0,5,6,8,198,244,31,57,350,911,51216,0.0177874101843174,0.000234301780693533
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5,894,607,89,835,1665,4118,78927,0.0521747944302964,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,31,17,1356,1486,77,684,1640,5302,66567,0.0796490753676747,0.000030044917151141
"MDCK",0.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,20,8,2572,646,113,427,379,4181,24820,0.168452860596293,0.000040290088638195
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,3,8,4,7,624,277,34,193,406,1565,37350,0.04190093708166,0.000321285140562249
"MDCK",0.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,16,7,771,408,34,180,444,1865,36134,0.0516134388664416,0.0000553495322964521
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,369,264,25,281,600,1549,39556,0.0391596723632319,0
"MDCK",0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,22,9,932,505,48,423,970,2916,38093,0.0765494972829654,0.0000262515422781088
"MDCK",0.02,0,0,0,1,4,0,2,3,0,0,0,0,0,0,0,0,3,6,12,392,286,32,239,583,1563,41695,0.0374865091737618,0.000239836910900588
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,95,90,7,63,271,534,50114,0.0106557049926168,0
"MDCK",0.02,0,0,0,8,0,0,11,5,0,2,1,9,7,0,5,7,6,35,13,1263,977,59,1355,2619,6382,60539,0.105419646839228,0.000908505261071375
"MDCK",0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,62,43,18,62,224,415,35179,0.0117968105972313,0.0000284260496318827
"MDCK",0.02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,7,21,5,696,404,45,156,274,1611,35026,0.045994404156912,0.0000856506595100782
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,16,7,9,59,108,39094,0.00276257226172814,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,15,27,5,35,32,126,12282,0.0102589154860772,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,366,188,50,150,815,1592,40196,0.0396059309384018,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,635,293,28,151,487,1612,33718,0.0478082923067798,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,12,7,240,220,13,79,241,821,29186,0.0281299253066539,0.000137052011238265
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,22,1136,1043,95,1198,2110,5646,57083,0.098908606765587,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,93,88,54,38,153,435,34732,0.0125244731083727,0
"MDCK",0.02,0,0,0,2,3,0,1,1,0,0,0,0,0,1,0,0,1,12,9,365,180,32,156,270,1033,43638,0.0236720289655805,0.000183326458591136
"MDCK",0.02,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,4,17,3,679,315,47,334,415,1820,42098,0.0432324575989358,0.000142524585490997
"MDCK",0.02,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,14,18,10,503,581,145,248,955,2487,50747,0.0490078231225491,0.000256172778686425
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,56,33,9,18,97,221,30475,0.00725184577522559,0
"MDCK",0.02,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,11,6,516,318,65,325,774,2023,44838,0.04511798028458,0.000133815067576609
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,54,27,12,18,40,156,6333,0.0246328754144955,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,114,75,20,46,243,504,30940,0.016289592760181,0
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,12,14,2,19,27,83,9825,0.00844783715012723,0
"MDCK",0.02,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,15,130,194,23,105,518,1002,41628,0.0240703372729893,0.0000960891707504564
"MDCK",0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,12,106,200,55,142,329,857,30066,0.0285039579591565,0.0000332601609791791
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,5,1166,636,49,522,889,3295,36434,0.0904375034308613,0
"MDCK",0.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,35,8,908,1027,77,467,1238,3770,33106,0.113876638675769,0.0000604120099075696
"MDCK",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,18,6,2,26,68,15857,0.00428832692186416,0.0000630636312038847
