"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","mVarPB2","mVarPB1","mVarPA","mVarHA","mVarNP","mVarNA","mVarM","mVarNS","mHelperPB2","mHelperPB1","mHelperPA","mHelperHA","mHelperNP","mHelperNA","mHelperM","mHelperNS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop"
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,90,42,26,58,49,275,1085,0.253456221198157,0.000921658986175115
"DF1",0.07,1,3,7,1,10,1,7,9,0,0,0,0,0,0,0,0,1,3,2,66,39,9,36,30,225,1884,0.119426751592357,0.0207006369426752
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,0,6,1,39,58,21,18,13,166,899,0.184649610678532,0.0111234705228031
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,70,37,38,21,52,223,1113,0.200359389038634,0
"DF1",0.07,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,5,4,273,126,32,135,75,655,1689,0.387803433984606,0.00236826524570752
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,14,24,4,4,16,69,941,0.0733262486716259,0.00212539851222104
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,68,48,24,22,35,201,1190,0.16890756302521,0.00168067226890756
"DF1",0.07,0,0,0,0,3,1,0,1,0,3,0,0,15,0,0,0,1,13,3,115,167,45,52,107,526,3225,0.163100775193798,0.00713178294573643
"DF1",0.07,0,0,0,6,10,4,0,6,0,0,0,0,1,0,1,2,1,12,2,107,72,37,33,47,341,2072,0.16457528957529,0.0144787644787645
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,147,140,16,49,41,408,1933,0.21107087428867,0
"DF1",0.07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,65,37,19,8,19,156,1548,0.10077519379845,0.00129198966408269
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,9,1341,0.00671140939597315,0.000745712155108128
"DF1",0.07,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,35,73,23,52,22,215,1160,0.185344827586207,0.00258620689655172
"DF1",0.07,0,0,0,3,0,0,2,0,0,0,0,13,34,0,0,1,3,13,4,212,132,54,168,96,735,4033,0.182246466650136,0.0131415819489214
"DF1",0.07,0,0,0,0,0,1,1,2,1,5,2,33,36,25,1,23,8,6,3,55,107,34,44,99,486,4354,0.111621497473588,0.0298576022048691
"DF1",0.07,0,0,0,0,0,0,0,0,0,4,3,108,41,49,68,126,0,5,3,118,139,58,111,62,895,3051,0.293346443788922,0.130776794493609
"DF1",0.07,0,0,0,0,1,1,0,0,0,0,0,1,3,0,2,0,4,10,1,218,197,85,91,176,790,3698,0.213628988642509,0.00216333153055706
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,6,5,43,27,24,12,16,137,877,0.156214367160775,0.00228050171037628
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,59,38,7,20,42,172,1808,0.0951327433628319,0.00110619469026549
"DF1",0.07,0,0,0,3,0,0,0,3,14,0,8,172,139,71,105,152,11,48,18,425,333,95,532,570,2699,13401,0.201402880382061,0.0497724050443997
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,51,17,14,10,23,121,1457,0.0830473575840769,0
"DF1",0.07,0,1,0,3,6,3,0,2,0,0,0,2,0,0,1,0,0,3,1,137,53,11,37,28,288,1443,0.1995841995842,0.0124740124740125
"DF1",0.07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,11,4,6,6,43,1403,0.0306486101211689,0.00142551674982181
"DF1",0.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,6,31,2215,0.0139954853273138,0.000451467268623025
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,13,1,366,168,37,36,51,679,1656,0.410024154589372,0.00181159420289855
"DF1",0.07,0,0,2,3,3,0,64,62,0,0,1,111,9,16,55,96,24,31,8,564,316,89,630,555,2639,19124,0.137994143484627,0.0220665132817402
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,0,0,2,12,1251,0.00959232613908873,0.00159872102318145
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,5,0,7,1,0,1,1,0,82,5,41,4,1,148,1176,0.125850340136054,0.0110544217687075
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,2,9,1318,0.00682852807283763,0.000758725341426404
"DF1",0.07,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,6,1,27,33,6,20,24,123,12088,0.010175380542687,0.000496360026472535
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,2,3,0,26,30,8,6,26,111,1514,0.0733157199471598,0.00660501981505945
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,11,7,9,15,49,1253,0.0391061452513966,0.00159616919393456
"DF1",0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,106,49,49,31,35,277,887,0.312288613303269,0.00225479143179256
"DF1",0.07,0,1,0,5,1,0,0,0,1,0,0,0,15,0,0,0,2,7,1,136,92,36,20,27,344,2410,0.142738589211618,0.00954356846473029
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,23,12,13,8,10,70,1386,0.0505050505050505,0
"DF1",0.07,1,1,1,21,14,6,4,4,0,0,0,1,0,0,0,0,2,4,3,131,106,22,22,56,399,1751,0.227869788692176,0.0302684180468304
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,8,1171,0.00683176771989752,0
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,2,20,39,16,36,39,159,1221,0.13022113022113,0.000819000819000819
"DF1",0.07,0,5,0,3,1,0,2,1,4,18,9,213,123,35,168,92,11,654,18,597,438,104,532,1153,4181,21695,0.192717215948375,0.0310670661442729
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,25,22,2,13,12,84,929,0.0904198062432723,0.00753498385360603
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,4,7,9,29,1581,0.0183428209993675,0.000632511068943707
"DF1",0.07,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,11,46,14,1567,634,173,496,1534,4480,12294,0.364405401008622,0.000406702456482837
"DF1",0.07,0,2,1,13,8,3,4,4,0,0,0,0,0,0,0,0,1,7,0,79,71,28,26,40,287,1998,0.143643643643644,0.0175175175175175
"DF1",0.07,0,1,0,17,12,5,10,10,0,1,1,24,24,15,7,20,6,16,5,328,250,103,110,129,1094,3753,0.291500133226752,0.0391686650679456
"DF1",0.07,0,0,0,1,1,1,1,0,0,0,0,7,15,10,7,7,0,2,2,66,58,23,48,55,304,1532,0.198433420365535,0.0326370757180157
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,20,38,11,24,30,128,2914,0.0439258750857927,0
"DF1",0.07,0,0,0,1,3,0,0,7,1,0,0,4,0,1,0,6,11,37,23,1941,1040,396,835,1944,6250,19369,0.322680572048118,0.00118746450513707
"DF1",0.07,0,0,0,0,0,0,0,0,2,0,3,158,90,0,41,142,3,20,5,427,118,49,193,242,1493,5116,0.291829554339328,0.0852228303362002
"DF1",0.07,0,0,1,5,7,0,1,5,0,0,0,0,0,0,0,0,1,4,1,70,83,19,19,44,260,1707,0.152314001171646,0.0111306385471588
"DF1",0.07,0,1,0,28,45,9,17,23,0,0,0,0,0,0,0,2,1,2,5,260,122,29,44,87,675,2502,0.26978417266187,0.0499600319744205
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,7,2,5,11,38,1727,0.0220034742327736,0.000579038795599305
"DF1",0.07,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,8,15,5,4,5,43,2709,0.0158730158730159,0.00110741971207087
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,9,2,5,0,43,65,25,23,30,213,1309,0.162719633307869,0.0152788388082506
"DF1",0.07,0,0,0,0,1,1,2,0,0,0,0,16,8,3,1,6,2,6,1,76,35,20,9,28,215,1685,0.127596439169139,0.0225519287833828
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,4,3,57,79,17,31,34,231,1751,0.131924614505997,0.00114220445459737
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1,57,54,26,14,23,184,1224,0.150326797385621,0.000816993464052288
"DF1",0.07,0,0,0,0,0,0,2,2,0,1,0,0,1,0,1,1,2,2,0,49,48,18,13,24,164,1495,0.109698996655518,0.00535117056856187
"DF1",0.07,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,10,11,119,147,109,135,285,824,2594,0.317656129529684,0.00115651503469545
"DF1",0.07,0,0,0,1,1,0,2,2,0,0,1,1,2,2,2,0,29,71,11,517,226,316,486,769,2439,23992,0.101658886295432,0.000583527842614205
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,8,10,0,4,3,30,1098,0.0273224043715847,0.00182149362477231
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,15,7,295,249,95,95,239,1010,3577,0.282359519150126,0.000838691641039978
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,66,35,18,111,369,112,218,143,1075,4932,0.217964314679643,0.000608272506082725
"DF1",0.07,0,2,2,44,38,2,22,96,2,4,2,29,36,5,0,1,3,15,2,203,236,23,216,305,1288,11494,0.112058465286236,0.024795545502001
"DF1",0.07,0,2,10,103,57,28,45,48,0,0,0,0,0,0,0,0,16,9,2,308,76,72,109,184,1069,4128,0.258963178294574,0.0709786821705426
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,9,2,1,11,37,953,0.0388247639034627,0
"DF1",0.07,0,1,0,2,6,2,0,0,0,0,0,0,0,0,0,0,5,5,3,38,63,39,1,8,173,1446,0.119640387275242,0.00760719225449516
"DF1",0.07,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,9,4,366,198,40,94,81,798,2077,0.384207992296582,0.00240731824747232
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,11,1,7,1,43,80,30,15,43,253,1736,0.14573732718894,0.0190092165898618
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,2,2,2,0,44,36,9,6,21,140,1335,0.104868913857678,0.0149812734082397
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,2,0,0,1,28,21,8,5,28,100,1292,0.0773993808049536,0.00696594427244582
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,12,1445,0.00830449826989619,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,9,956,0.00941422594142259,0
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,15,5,6,12,47,4974,0.00944913550462404,0.000201045436268597
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,4,2,24,27,12,20,21,117,1599,0.0731707317073171,0.00250156347717323
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,13,2,5,17,50,1500,0.0333333333333333,0.000666666666666667
"DF1",0.07,0,0,0,14,11,12,6,12,1,3,0,13,6,4,6,5,6,20,1,90,67,62,52,108,499,4950,0.100808080808081,0.0187878787878788
"DF1",0.07,0,1,0,4,4,0,1,5,0,0,0,0,0,0,0,0,0,3,0,113,40,22,21,40,254,1369,0.185536888239591,0.0109569028487947
"DF1",0.07,0,0,0,1,0,0,1,1,0,0,0,12,2,0,1,0,1,1,3,40,28,22,7,44,164,1653,0.0992135511191772,0.0108892921960073
"DF1",0.07,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,1,29,15,3,8,13,77,1062,0.0725047080979284,0.00470809792843691
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,35,35,33,6,6,121,1121,0.107939339875112,0.000892060660124889
"DF1",0.07,0,0,0,0,1,0,0,1,0,1,0,6,0,4,0,4,1,5,0,44,28,31,19,38,183,1284,0.142523364485981,0.0132398753894081
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,2,6,15,1329,0.0112866817155756,0.000752445447705041
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,118,115,35,43,44,365,1342,0.271982116244411,0
"DF1",0.07,0,0,0,2,11,0,17,6,0,1,0,1,2,0,21,0,1,11,1,32,41,10,50,15,222,1406,0.157894736842105,0.0433854907539118
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,19,9,3,5,47,890,0.0528089887640449,0.00112359550561798
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,2,24,49,52,31,127,295,3425,0.0861313868613139,0.000583941605839416
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,65,32,18,18,10,154,936,0.164529914529915,0.00106837606837607
"DF1",0.07,0,0,0,1,2,2,1,1,0,0,0,4,7,0,2,1,3,9,1,115,86,31,36,36,338,1611,0.209807572936065,0.0130353817504655
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,4,10,1357,0.00736919675755343,0
"DF1",0.07,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,1,1,2,2,60,26,24,14,17,153,898,0.170378619153675,0.00779510022271715
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,74,70,7,25,20,221,1743,0.12679288582903,0.00057372346528973
"DF1",0.07,0,0,0,2,0,0,0,1,0,0,0,9,28,0,12,11,0,13,3,212,147,67,85,91,681,1623,0.419593345656192,0.0388170055452865
"DF1",0.07,1,5,4,47,0,0,102,382,0,0,0,0,1,0,0,1,3,30,8,155,381,121,164,1027,2432,12972,0.187480727721246,0.0418593894542091
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,11,1,2,2,29,1136,0.0255281690140845,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,14,10,14,9,12,64,1054,0.0607210626185958,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,4,3,78,73,46,30,49,291,1269,0.229314420803783,0.00630417651694247
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,10,18,1416,0.0127118644067797,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,31,5,12,22,91,1159,0.0785159620362381,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,58,68,22,26,32,213,1230,0.173170731707317,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,22,0,10,11,63,1382,0.0455861070911722,0
"DF1",0.07,0,0,0,3,0,0,0,2,0,0,0,0,2,2,1,4,34,24,22,1009,716,226,1302,3398,6745,21524,0.313371120609552,0.000650436721798922
"DF1",0.07,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,3,2,1,20,25,22,20,32,133,5946,0.022367978472923,0.00134544231416078
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,3,1,10,16,4,11,18,70,1309,0.053475935828877,0.0053475935828877
"DF1",0.07,0,0,0,1,1,0,0,4,0,0,0,0,1,1,3,2,6,15,13,182,210,74,400,922,1835,14402,0.127412859325094,0.000902652409387585
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,6,2,0,7,25,883,0.028312570781427,0.00226500566251416
"DF1",0.07,0,0,5,2,2,0,0,0,0,0,0,0,1,0,0,0,3,5,10,106,154,104,80,416,888,10806,0.082176568573015,0.000925411808254673
"DF1",0.07,0,0,0,5,6,0,3,5,0,0,0,0,1,0,0,0,0,5,0,94,81,32,61,52,345,2860,0.120629370629371,0.00699300699300699
"DF1",0.07,0,0,0,0,3,0,0,0,1,10,5,20,66,21,29,113,5,7,7,35,97,32,62,22,535,7532,0.0710302708443972,0.0355815188528943
"DF1",0.07,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,3,1,33,49,34,20,21,169,2131,0.0793054903801032,0.00187705302674801
"DF1",0.07,0,1,0,0,1,0,0,1,0,6,0,0,1,0,0,0,10,69,16,826,600,350,491,1116,3488,10895,0.320146856356127,0.000917852225791648
"DF1",0.07,0,0,0,3,9,8,1,10,0,0,0,3,12,8,7,2,6,5,5,139,107,88,48,129,590,1988,0.296780684104628,0.0316901408450704
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,28,32,7,9,33,118,1347,0.0876020786933927,0
"DF1",0.07,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,2,20,13,3,6,28,83,1000,0.083,0.011
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,7,4,4,5,3,28,903,0.0310077519379845,0.0044296788482835
"DF1",0.07,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7,1,38,48,31,25,17,171,1180,0.144915254237288,0.00254237288135593
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,28,17,3,0,8,60,1096,0.0547445255474453,0.00182481751824818
"DF1",0.07,0,0,0,4,2,0,0,1,0,0,1,0,0,0,0,1,0,0,3,23,27,15,4,17,98,2185,0.0448512585812357,0.00411899313501144
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,92,85,37,33,43,301,1742,0.172789896670494,0.00114810562571757
"DF1",0.07,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,5,6,35,1396,0.0250716332378223,0.00286532951289398
"DF1",0.07,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,25,1,340,143,112,100,133,863,2873,0.300382875043509,0.00104420466411417
"DF1",0.07,0,0,0,3,2,3,2,0,0,0,0,0,1,0,0,0,2,2,1,12,21,16,10,10,85,1805,0.0470914127423823,0.00609418282548476
"DF1",0.07,0,0,0,0,2,2,1,8,0,0,0,0,0,0,1,1,1,1,0,28,21,7,10,20,103,989,0.104145601617796,0.0151668351870576
"DF1",0.07,1,0,2,15,21,0,34,88,0,0,0,0,1,1,0,2,20,43,19,399,553,233,358,900,2690,11055,0.24332881049299,0.0149253731343284
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,4,2,16,20,10,7,26,91,1440,0.0631944444444444,0.00347222222222222
"DF1",0.07,0,1,0,62,22,9,12,19,1,0,0,0,4,2,8,13,3,5,1,129,73,32,33,76,505,2031,0.248645987198424,0.0753323485967504
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,32,29,9,4,20,99,5858,0.0168999658586548,0.000341413451689997
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,3,1,7,19,971,0.01956745623069,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,32,78,12,15,41,189,1031,0.183317167798254,0
"DF1",0.07,0,7,0,23,24,0,9,25,0,0,0,0,2,0,1,0,20,12,5,260,218,53,75,320,1054,9910,0.10635721493441,0.00918264379414733
"DF1",0.07,0,1,0,21,0,6,0,7,0,0,0,0,0,0,0,0,2,4,1,76,72,16,30,35,271,2337,0.115960633290543,0.0149764655541292
"DF1",0.07,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,0,0,0,4,4,0,4,4,23,960,0.0239583333333333,0.00729166666666667
"DF1",0.07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,55,30,28,13,23,157,1984,0.079133064516129,0.00100806451612903
"DF1",0.07,0,0,0,0,0,0,0,0,0,1,1,11,7,4,2,9,0,0,1,42,20,13,4,9,124,2004,0.06187624750499,0.0174650698602794
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,7,1544,0.00453367875647668,0.000647668393782383
"DF1",0.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,110,73,54,50,34,328,1358,0.241531664212077,0.000736377025036819
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,4,3,16,1491,0.0107310529845741,0.00201207243460765
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,4,22,54,14,24,37,166,2700,0.0614814814814815,0.00037037037037037
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2,0,14,11,5,9,6,53,4617,0.0114793155728828,0.000649772579597141
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,95,28,6,48,68,265,1431,0.185185185185185,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,3,0,78,41,27,16,22,224,1586,0.141235813366961,0.0233291298865069
"DF1",0.07,0,0,0,2,1,0,2,3,0,1,0,83,1,17,2,18,17,37,20,529,340,156,364,279,1872,8186,0.228683117517713,0.0158807720498412
"DF1",0.07,0,0,0,1,0,0,0,0,0,0,0,7,6,0,8,3,1,5,1,110,35,20,57,29,283,1035,0.273429951690821,0.0241545893719807
"DF1",0.07,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,1,224,47,56,228,522,62,632,606,2384,10803,0.220679440896047,0.000647968156993428
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27,14,6,4,7,61,940,0.0648936170212766,0.00319148936170213
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,6,0,3,0,171,55,19,42,24,335,881,0.380249716231555,0.0238365493757094
"DF1",0.07,0,0,0,30,5,2,1,6,0,0,0,51,15,10,7,8,0,2,1,164,149,56,79,59,645,2242,0.287689562890277,0.06021409455843
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,49,33,16,24,31,159,1184,0.134290540540541,0.000844594594594595
"DF1",0.07,4,2,1,89,78,11,1,171,0,0,0,1,1,0,0,0,3,7,0,187,165,93,31,608,1453,14198,0.102338357515143,0.0252852514438653
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,1,11,3,1,7,0,6,1,65,29,4,11,28,168,1413,0.118895966029724,0.0169851380042463
"DF1",0.07,0,0,0,0,2,1,0,0,0,13,5,54,64,19,33,3,1,27,15,114,152,34,66,70,673,3092,0.217658473479948,0.0627425614489004
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,15,3,4,6,46,1772,0.0259593679458239,0.000564334085778781
"DF1",0.07,0,0,0,12,0,0,2,3,0,0,0,0,0,0,0,0,1,1,1,19,27,16,10,18,110,1004,0.109561752988048,0.0169322709163347
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,5,4,19,1103,0.0172257479601088,0
"DF1",0.07,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3,1,67,46,8,31,52,215,1229,0.174938974776241,0.00569568755085435
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,3,2,5,22,1733,0.0126947489901904,0.000577034045008655
"DF1",0.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,10,19,4,5,8,50,4279,0.0116849731245618,0.000233699462491236
"DF1",0.07,0,0,0,1,0,0,0,0,0,0,0,8,4,6,3,10,1,2,1,59,60,28,22,53,258,1550,0.166451612903226,0.0206451612903226
"DF1",0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,11,3,3,9,35,4968,0.0070450885668277,0.000603864734299517
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,15,32,16,378,476,65,183,574,1744,6629,0.263086438376829,0.000754261577915221
"DF1",0.07,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,2,1,9,11,9,7,19,66,5345,0.0123479887745557,0.00130963517305893
"DF1",0.07,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,4,11,0,3,4,29,1057,0.0274361400189215,0.00473036896877956
"DF1",0.07,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,39,41,19,20,35,160,1277,0.125293657008614,0.00234925606891151
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,11,19,4,5,8,53,1448,0.0366022099447514,0.00069060773480663
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,20,23,7,13,8,74,1922,0.0385015608740895,0.000520291363163372
"DF1",0.07,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,9,0,92,76,22,21,30,256,1144,0.223776223776224,0.00524475524475524
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,11,4,3,6,31,1633,0.0189834660134721,0.00122473974280465
"DF1",0.07,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,7,4,3,9,36,1443,0.0249480249480249,0.00277200277200277
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,6,2,0,12,31,960,0.0322916666666667,0
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,2,4,29,55,18,22,33,170,3740,0.0454545454545455,0.00053475935828877
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,2,77,53,22,41,41,242,1318,0.18361153262519,0.00151745068285281
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,8,13,3,7,9,44,3365,0.013075780089153,0.000297176820208024
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,110,58,31,19,63,286,1648,0.173543689320388,0.000606796116504854
"DF1",0.07,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,5,1,3,2,17,1146,0.0148342059336824,0.00261780104712042
"DF1",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,25,12,39,38,171,1592,0.107412060301508,0
"DF1",0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,38,47,27,15,31,165,985,0.16751269035533,0.00101522842639594
"DF1",0.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,4,6,3,26,24,58,71,203,2631,0.0771569745343976,0.000760167236792094
