"Cell","MOI","WF10PB2","WF10PB1","WF10PA","WF10HA","WF10NP","WF10NA","WF10M","WF10NS","Flu_RNA","TotalRNA","Flu_Prop","Test_Prop"
"DF1",0.06,0,0,0,0,0,0,1,1,2,740,0.0027027027027027,0.0027027027027027
"DF1",0.06,0,0,0,1,0,0,0,0,1,754,0.0013262599469496,0.0013262599469496
"DF1",0.06,0,0,0,0,0,0,0,0,0,423,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1011,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1593,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,443,0,0
"DF1",0.06,4,20,4,0,107,0,27,59,221,648,0.341049382716049,0.341049382716049
"DF1",0.06,0,0,0,1,0,0,0,0,1,1587,0.000630119722747322,0.000630119722747322
"DF1",0.06,0,0,0,0,0,0,0,0,0,1644,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,464,0.0021551724137931,0.0021551724137931
"DF1",0.06,0,0,0,0,0,0,0,0,0,417,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,760,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,813,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,387,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1095,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,438,0,0
"DF1",0.06,0,0,0,0,0,0,0,1,1,1046,0.000956022944550669,0.000956022944550669
"DF1",0.06,0,5,9,18,39,0,50,11,132,977,0.13510747185261,0.13510747185261
"DF1",0.06,0,0,0,0,0,0,0,1,1,3237,0.000308928019771393,0.000308928019771393
"DF1",0.06,0,0,0,0,0,0,0,0,0,884,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,2393,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,318,0,0
"DF1",0.06,0,0,1,0,1,0,0,0,2,1157,0.0017286084701815,0.0017286084701815
"DF1",0.06,0,0,0,0,1,0,0,1,2,9005,0.000222098833981122,0.000222098833981122
"DF1",0.06,0,0,0,2,1,0,0,0,3,1805,0.00166204986149584,0.00166204986149584
"DF1",0.06,0,0,0,0,1,0,0,0,1,1206,0.000829187396351575,0.000829187396351575
"DF1",0.06,0,1,1,2,3,0,1,0,8,26856,0.000297885016383676,0.000297885016383676
"DF1",0.06,0,0,0,0,0,0,1,0,1,858,0.00116550116550117,0.00116550116550117
"DF1",0.06,0,0,0,0,0,0,0,0,0,705,0,0
"DF1",0.06,8,1,3,4,16,0,28,0,60,448,0.133928571428571,0.133928571428571
"DF1",0.06,0,0,0,1,0,0,1,0,2,2185,0.00091533180778032,0.00091533180778032
"DF1",0.06,0,0,0,0,1,0,0,0,1,1748,0.0005720823798627,0.0005720823798627
"DF1",0.06,0,0,0,0,0,0,0,0,0,410,0,0
"DF1",0.06,0,0,0,1,0,0,0,1,2,1667,0.0011997600479904,0.0011997600479904
"DF1",0.06,0,0,0,0,0,0,0,0,0,605,0,0
"DF1",0.06,0,1,0,1,0,0,0,0,2,1577,0.00126823081800888,0.00126823081800888
"DF1",0.06,0,0,0,1,0,0,0,0,1,733,0.00136425648021828,0.00136425648021828
"DF1",0.06,0,0,0,0,1,0,0,0,1,1106,0.000904159132007233,0.000904159132007233
"DF1",0.06,0,0,0,1,0,0,0,0,1,487,0.00205338809034908,0.00205338809034908
"DF1",0.06,0,0,0,0,0,0,0,0,0,442,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,442,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,454,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,730,0,0
"DF1",0.06,0,0,0,29,8,0,6,5,48,316,0.151898734177215,0.151898734177215
"DF1",0.06,0,0,0,0,0,0,0,0,0,589,0,0
"DF1",0.06,0,0,0,1,1,0,0,0,2,505,0.00396039603960396,0.00396039603960396
"DF1",0.06,0,0,0,0,0,1,0,0,1,1708,0.000585480093676815,0.000585480093676815
"DF1",0.06,0,0,0,0,0,0,0,0,0,2878,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,380,0.00263157894736842,0.00263157894736842
"DF1",0.06,0,0,0,1,1,0,0,0,2,2505,0.000798403193612774,0.000798403193612774
"DF1",0.06,0,0,0,0,0,0,0,0,0,525,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,834,0,0
"DF1",0.06,0,0,0,3,1,0,2,0,6,14117,0.000425019480059503,0.000425019480059503
"DF1",0.06,0,0,0,0,0,0,0,0,0,938,0,0
"DF1",0.06,0,0,0,0,0,1,0,0,1,946,0.00105708245243129,0.00105708245243129
"DF1",0.06,0,0,0,0,0,0,0,0,0,583,0,0
"DF1",0.06,0,1,0,1,1,0,0,0,3,1420,0.00211267605633803,0.00211267605633803
"DF1",0.06,0,0,0,1,0,0,0,1,2,978,0.00204498977505112,0.00204498977505112
"DF1",0.06,0,0,0,0,1,0,0,0,1,1188,0.000841750841750842,0.000841750841750842
"DF1",0.06,0,0,0,1,0,0,0,0,1,859,0.00116414435389988,0.00116414435389988
"DF1",0.06,0,0,0,0,1,0,0,0,1,1450,0.000689655172413793,0.000689655172413793
"DF1",0.06,0,0,0,0,0,0,0,0,0,575,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1757,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,516,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,717,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,762,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,355,0.0028169014084507,0.0028169014084507
"DF1",0.06,0,0,0,0,0,0,1,0,1,706,0.00141643059490085,0.00141643059490085
"DF1",0.06,0,0,0,0,0,0,0,0,0,1915,0,0
"DF1",0.06,0,0,0,0,0,0,1,0,1,469,0.00213219616204691,0.00213219616204691
"DF1",0.06,0,0,0,0,0,0,0,0,0,1575,0,0
"DF1",0.06,0,1,0,2,14,4,10,14,45,2302,0.0195482189400521,0.0195482189400521
"DF1",0.06,0,0,0,0,1,0,0,1,2,505,0.00396039603960396,0.00396039603960396
"DF1",0.06,0,0,0,0,0,0,0,1,1,2150,0.000465116279069767,0.000465116279069767
"DF1",0.06,0,0,0,0,0,0,0,0,0,288,0,0
"DF1",0.06,0,0,0,0,0,0,0,1,1,752,0.00132978723404255,0.00132978723404255
"DF1",0.06,0,0,1,0,0,0,0,0,1,852,0.00117370892018779,0.00117370892018779
"DF1",0.06,0,0,0,0,0,0,0,0,0,595,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,755,0.00132450331125828,0.00132450331125828
"DF1",0.06,0,0,0,0,0,0,0,0,0,394,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,473,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,980,0.00102040816326531,0.00102040816326531
"DF1",0.06,0,0,0,0,0,0,0,0,0,1462,0,0
"DF1",0.06,0,3,3,130,39,21,0,69,265,1118,0.237030411449016,0.237030411449016
"DF1",0.06,0,0,0,0,0,0,0,0,0,829,0,0
"DF1",0.06,0,5,2,16,12,0,7,17,59,970,0.0608247422680412,0.0608247422680412
"DF1",0.06,1,2,0,0,27,10,9,36,85,565,0.150442477876106,0.150442477876106
"DF1",0.06,0,0,0,0,0,0,0,0,0,702,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,1385,0.000722021660649819,0.000722021660649819
"DF1",0.06,1,0,0,0,1,0,1,0,3,682,0.00439882697947214,0.00439882697947214
"DF1",0.06,0,0,0,0,0,0,1,1,2,2570,0.000778210116731518,0.000778210116731518
"DF1",0.06,0,0,0,0,0,0,0,0,0,1558,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1184,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1370,0,0
"DF1",0.06,0,0,0,0,0,0,0,2,2,1063,0.00188146754468485,0.00188146754468485
"DF1",0.06,0,0,0,0,0,0,0,0,0,918,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1291,0,0
"DF1",0.06,0,0,0,0,0,0,0,1,1,775,0.00129032258064516,0.00129032258064516
"DF1",0.06,0,0,0,0,0,0,0,0,0,824,0,0
"DF1",0.06,27,55,3,137,75,18,117,0,432,1681,0.25698988697204,0.25698988697204
"DF1",0.06,0,1,0,0,0,0,0,0,1,463,0.00215982721382289,0.00215982721382289
"DF1",0.06,0,0,0,0,0,0,0,0,0,284,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,313,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,603,0,0
"DF1",0.06,1,36,7,7,24,0,21,28,124,1242,0.0998389694041868,0.0998389694041868
"DF1",0.06,0,0,0,0,1,0,0,0,1,592,0.00168918918918919,0.00168918918918919
"DF1",0.06,0,0,0,0,0,0,1,0,1,839,0.00119189511323004,0.00119189511323004
"DF1",0.06,0,0,0,0,0,0,0,0,0,486,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,485,0.00206185567010309,0.00206185567010309
"DF1",0.06,0,0,0,0,0,0,0,0,0,338,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,294,0.00340136054421769,0.00340136054421769
"DF1",0.06,0,0,0,0,0,0,0,0,0,779,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,414,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,440,0,0
"DF1",0.06,0,0,0,0,0,0,1,0,1,361,0.00277008310249307,0.00277008310249307
"DF1",0.06,0,0,0,1,0,0,0,0,1,276,0.0036231884057971,0.0036231884057971
"DF1",0.06,0,0,0,0,0,0,1,1,2,2214,0.000903342366757001,0.000903342366757001
"DF1",0.06,0,0,0,1,0,0,0,0,1,1068,0.000936329588014981,0.000936329588014981
"DF1",0.06,0,0,0,0,0,0,0,0,0,548,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,309,0,0
"DF1",0.06,0,0,0,0,0,0,0,1,1,964,0.00103734439834025,0.00103734439834025
"DF1",0.06,0,0,0,0,3,0,0,0,3,443,0.00677200902934537,0.00677200902934537
"DF1",0.06,0,0,0,0,0,0,0,0,0,511,0,0
"DF1",0.06,0,0,0,0,0,0,0,1,1,1594,0.000627352572145546,0.000627352572145546
"DF1",0.06,0,0,0,1,0,0,0,0,1,573,0.00174520069808028,0.00174520069808028
"DF1",0.06,0,0,0,0,0,0,0,0,0,615,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,698,0,0
"DF1",0.06,0,0,0,2,1,0,0,2,5,3131,0.00159693388693708,0.00159693388693708
"DF1",0.06,0,0,0,0,0,0,1,0,1,384,0.00260416666666667,0.00260416666666667
"DF1",0.06,0,0,0,0,0,0,0,0,0,2204,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,689,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,782,0,0
"DF1",0.06,6,8,7,0,34,0,76,116,247,1628,0.151719901719902,0.151719901719902
"DF1",0.06,0,0,0,0,1,0,0,1,2,1705,0.00117302052785924,0.00117302052785924
"DF1",0.06,0,0,0,0,0,0,0,0,0,329,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,381,0,0
"DF1",0.06,6,12,5,0,36,0,50,0,109,423,0.257683215130024,0.257683215130024
"DF1",0.06,0,0,0,0,0,1,0,0,1,1069,0.000935453695042095,0.000935453695042095
"DF1",0.06,0,0,0,6,3,1,1,1,12,17665,0.000679309368808378,0.000679309368808378
"DF1",0.06,0,0,0,0,0,0,0,1,1,652,0.00153374233128834,0.00153374233128834
"DF1",0.06,0,0,0,0,1,1,0,0,2,944,0.00211864406779661,0.00211864406779661
"DF1",0.06,0,0,0,0,0,0,0,0,0,1035,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,1191,0.000839630562552477,0.000839630562552477
"DF1",0.06,4,5,3,62,21,11,19,1,126,1125,0.112,0.112
"DF1",0.06,0,0,0,0,0,0,0,0,0,1521,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,1142,0.000875656742556918,0.000875656742556918
"DF1",0.06,0,0,0,0,0,0,0,0,0,354,0,0
"DF1",0.06,0,0,0,0,0,0,0,2,2,453,0.00441501103752759,0.00441501103752759
"DF1",0.06,0,0,0,1,1,0,0,0,2,601,0.00332778702163062,0.00332778702163062
"DF1",0.06,0,2,0,9,4,8,12,13,48,442,0.108597285067873,0.108597285067873
"DF1",0.06,0,0,0,0,1,0,0,0,1,900,0.00111111111111111,0.00111111111111111
"DF1",0.06,0,0,0,0,0,0,0,0,0,443,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,585,0.00170940170940171,0.00170940170940171
"DF1",0.06,1,0,0,0,0,1,0,2,4,1344,0.00297619047619048,0.00297619047619048
"DF1",0.06,0,0,0,0,0,0,0,1,1,638,0.00156739811912226,0.00156739811912226
"DF1",0.06,0,0,0,0,0,0,0,0,0,387,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,489,0,0
"DF1",0.06,0,0,0,0,0,0,1,1,2,1110,0.0018018018018018,0.0018018018018018
"DF1",0.06,0,0,0,0,0,0,0,0,0,749,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,882,0.00113378684807256,0.00113378684807256
"DF1",0.06,0,0,0,0,0,0,0,0,0,719,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,278,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,684,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,772,0,0
"DF1",0.06,0,0,0,1,0,0,0,0,1,688,0.00145348837209302,0.00145348837209302
"DF1",0.06,0,0,0,0,0,0,1,0,1,601,0.00166389351081531,0.00166389351081531
"DF1",0.06,0,0,0,0,0,0,0,0,0,736,0,0
"DF1",0.06,0,0,0,0,0,0,1,0,1,1202,0.000831946755407654,0.000831946755407654
"DF1",0.06,0,0,0,0,1,0,0,1,2,1445,0.0013840830449827,0.0013840830449827
"DF1",0.06,0,0,0,0,0,0,0,1,1,435,0.00229885057471264,0.00229885057471264
"DF1",0.06,0,0,0,0,0,0,0,0,0,1775,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,1209,0,0
"DF1",0.06,0,0,0,0,1,0,0,1,2,781,0.00256081946222791,0.00256081946222791
"DF1",0.06,0,0,0,0,0,0,0,0,0,1405,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,367,0,0
"DF1",0.06,0,0,1,1,0,0,0,1,3,2646,0.00113378684807256,0.00113378684807256
"DF1",0.06,0,0,0,0,0,0,0,0,0,759,0,0
"DF1",0.06,0,0,0,1,2,1,1,1,6,7406,0.000810153929246557,0.000810153929246557
"DF1",0.06,0,0,0,0,0,0,0,0,0,1243,0,0
"DF1",0.06,0,0,0,1,0,0,1,2,4,278,0.0143884892086331,0.0143884892086331
"DF1",0.06,0,0,0,0,0,0,1,0,1,1144,0.000874125874125874,0.000874125874125874
"DF1",0.06,0,0,0,1,0,0,0,1,2,911,0.0021953896816685,0.0021953896816685
"DF1",0.06,0,0,0,0,0,0,0,0,0,369,0,0
"DF1",0.06,0,0,0,1,0,0,1,0,2,566,0.00353356890459364,0.00353356890459364
"DF1",0.06,0,0,0,0,0,0,0,0,0,863,0,0
"DF1",0.06,0,0,0,0,1,0,5,4,10,337,0.029673590504451,0.029673590504451
"DF1",0.06,0,0,0,0,0,0,0,0,0,1098,0,0
"DF1",0.06,0,0,0,2,1,0,0,1,4,290,0.0137931034482759,0.0137931034482759
"DF1",0.06,0,0,0,0,0,0,0,1,1,1108,0.000902527075812274,0.000902527075812274
"DF1",0.06,0,0,0,1,0,0,0,0,1,897,0.00111482720178372,0.00111482720178372
"DF1",0.06,0,0,0,3,0,0,2,3,8,4707,0.00169959634586786,0.00169959634586786
"DF1",0.06,0,0,0,0,1,0,0,1,2,707,0.00282885431400283,0.00282885431400283
"DF1",0.06,0,0,0,0,0,0,0,0,0,629,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,367,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,605,0.00165289256198347,0.00165289256198347
"DF1",0.06,0,0,0,0,0,0,0,0,0,425,0,0
"DF1",0.06,0,0,0,1,0,0,1,1,3,2766,0.00108459869848156,0.00108459869848156
"DF1",0.06,0,0,0,0,0,0,0,0,0,1007,0,0
"DF1",0.06,0,0,0,0,0,0,0,0,0,273,0,0
"DF1",0.06,0,0,0,0,1,0,0,0,1,524,0.00190839694656489,0.00190839694656489
"DF1",0.06,0,0,0,0,0,0,0,0,0,669,0,0
"DF1",0.06,0,0,1,0,0,0,0,1,2,2188,0.000914076782449726,0.000914076782449726
"DF1",0.06,0,0,0,0,0,0,0,0,0,612,0,0
"DF1",0.06,0,0,0,0,0,1,0,0,1,681,0.00146842878120411,0.00146842878120411
"DF1",0.06,0,0,0,1,0,0,0,0,1,661,0.00151285930408472,0.00151285930408472
"DF1",0.06,0,0,0,0,0,0,0,1,1,1607,0.000622277535780958,0.000622277535780958
"DF1",0.06,0,0,0,0,0,0,0,0,0,488,0,0
"DF1",0.06,0,0,1,0,0,0,1,2,4,2295,0.00174291938997821,0.00174291938997821
"DF1",0.2,0,0,0,1,1,0,1,0,3,1249,0.00240192153722978,0.00240192153722978
"DF1",0.2,0,0,0,2,2,0,2,0,6,2745,0.00218579234972678,0.00218579234972678
"DF1",0.2,0,0,1,0,2,0,0,1,4,1218,0.00328407224958949,0.00328407224958949
"DF1",0.2,1,3,1,9,13,4,0,10,41,1900,0.0215789473684211,0.0215789473684211
"DF1",0.2,0,0,0,0,0,0,0,1,1,2207,0.000453103760761214,0.000453103760761214
"DF1",0.2,0,1,0,6,6,0,1,2,16,7080,0.00225988700564972,0.00225988700564972
"DF1",0.2,0,0,0,0,0,0,0,0,0,799,0,0
"DF1",0.2,0,1,0,4,3,5,0,7,20,5230,0.00382409177820268,0.00382409177820268
"DF1",0.2,0,0,0,0,1,0,1,0,2,621,0.00322061191626409,0.00322061191626409
"DF1",0.2,0,0,0,1,1,0,0,0,2,1064,0.0018796992481203,0.0018796992481203
"DF1",0.2,1,5,0,13,10,4,1,16,50,1226,0.0407830342577488,0.0407830342577488
"DF1",0.2,5,3,0,58,63,17,29,40,215,1028,0.209143968871595,0.209143968871595
"DF1",0.2,0,0,0,1,1,0,1,1,4,1042,0.00383877159309021,0.00383877159309021
"DF1",0.2,0,0,0,0,1,0,1,1,3,1075,0.0027906976744186,0.0027906976744186
"DF1",0.2,8,11,5,75,53,25,42,49,268,1141,0.234881682734443,0.234881682734443
"DF1",0.2,0,0,0,0,0,0,1,0,1,774,0.00129198966408269,0.00129198966408269
"DF1",0.2,0,0,0,1,1,0,0,1,3,648,0.00462962962962963,0.00462962962962963
"DF1",0.2,0,0,0,1,1,0,1,0,3,1063,0.00282220131702728,0.00282220131702728
"DF1",0.2,0,0,0,0,3,0,0,2,5,2016,0.00248015873015873,0.00248015873015873
"DF1",0.2,0,0,0,1,1,0,0,0,2,979,0.00204290091930541,0.00204290091930541
"DF1",0.2,0,0,1,1,1,0,1,1,5,1758,0.00284414106939704,0.00284414106939704
"DF1",0.2,2,17,9,40,91,10,22,27,218,1355,0.160885608856089,0.160885608856089
"DF1",0.2,0,0,0,1,1,0,0,0,2,665,0.00300751879699248,0.00300751879699248
"DF1",0.2,0,0,1,9,6,0,7,8,31,11739,0.00264077008263055,0.00264077008263055
"DF1",0.2,0,1,0,0,1,1,2,3,8,798,0.0100250626566416,0.0100250626566416
"DF1",0.2,0,0,0,0,0,0,0,1,1,1150,0.000869565217391304,0.000869565217391304
"DF1",0.2,0,0,0,0,1,1,2,0,4,969,0.00412796697626419,0.00412796697626419
"DF1",0.2,0,0,0,0,0,0,0,0,0,734,0,0
"DF1",0.2,0,0,1,0,1,1,1,0,4,863,0.00463499420625724,0.00463499420625724
"DF1",0.2,0,1,0,1,4,0,0,1,7,2103,0.00332857822158821,0.00332857822158821
"DF1",0.2,45,114,33,297,462,6,734,218,1909,11087,0.172183638495535,0.172183638495535
"DF1",0.2,0,0,0,2,5,1,1,1,10,3620,0.00276243093922652,0.00276243093922652
"DF1",0.2,0,0,0,0,2,0,0,1,3,1730,0.00173410404624277,0.00173410404624277
"DF1",0.2,8,13,14,56,112,14,58,37,312,1132,0.275618374558304,0.275618374558304
"DF1",0.2,1,0,0,0,0,0,2,1,4,1241,0.0032232070910556,0.0032232070910556
"DF1",0.2,0,0,0,0,0,0,0,2,2,854,0.00234192037470726,0.00234192037470726
"DF1",0.2,1,7,0,75,80,0,94,106,363,1472,0.246603260869565,0.246603260869565
"DF1",0.2,0,1,0,0,3,0,0,1,5,1429,0.00349895031490553,0.00349895031490553
"DF1",0.2,1,0,0,0,0,0,0,1,2,1143,0.00174978127734033,0.00174978127734033
"DF1",0.2,0,0,0,0,0,0,0,1,1,809,0.00123609394313968,0.00123609394313968
"DF1",0.2,2,2,1,11,7,1,7,10,41,1819,0.0225398570643211,0.0225398570643211
"DF1",0.2,1,0,0,1,4,1,2,5,14,5115,0.00273704789833822,0.00273704789833822
"DF1",0.2,0,0,1,5,6,3,1,4,20,5149,0.00388424936880948,0.00388424936880948
"DF1",0.2,0,0,0,2,8,0,0,3,13,675,0.0192592592592593,0.0192592592592593
"DF1",0.2,0,0,0,1,3,0,1,2,7,867,0.00807381776239908,0.00807381776239908
"DF1",0.2,0,1,0,0,0,0,1,3,5,2212,0.00226039783001808,0.00226039783001808
"DF1",0.2,0,5,0,32,79,13,23,43,195,1344,0.145089285714286,0.145089285714286
"DF1",0.2,0,0,0,4,0,0,1,3,8,3004,0.00266311584553928,0.00266311584553928
"DF1",0.2,0,0,0,5,1,1,4,2,13,2229,0.00583221175414984,0.00583221175414984
"DF1",0.2,0,0,0,0,1,0,1,0,2,1031,0.00193986420950533,0.00193986420950533
"DF1",0.2,0,0,0,0,0,0,0,1,1,632,0.00158227848101266,0.00158227848101266
"DF1",0.2,0,0,0,8,4,2,3,5,22,4476,0.00491510277033065,0.00491510277033065
"DF1",0.2,0,0,0,1,2,0,1,1,5,1173,0.00426257459505541,0.00426257459505541
"DF1",0.2,0,0,0,0,0,0,2,0,2,1054,0.00189753320683112,0.00189753320683112
"DF1",0.2,0,2,1,13,15,8,11,7,57,15559,0.00366347451635709,0.00366347451635709
"DF1",0.2,0,0,0,1,1,2,1,0,5,1797,0.00278241513633834,0.00278241513633834
"DF1",0.2,0,0,1,2,0,2,2,3,10,2704,0.00369822485207101,0.00369822485207101
"DF1",0.2,0,1,0,3,4,1,4,1,14,1420,0.00985915492957747,0.00985915492957747
"DF1",0.2,0,8,4,128,75,48,78,97,438,1849,0.236884802595998,0.236884802595998
"DF1",0.2,0,0,0,1,0,1,1,0,3,1989,0.00150829562594268,0.00150829562594268
"DF1",0.2,2,7,3,105,62,29,42,41,291,815,0.357055214723926,0.357055214723926
"DF1",0.2,3,11,0,34,43,3,36,46,176,5919,0.029734752491975,0.029734752491975
"DF1",0.2,0,0,0,1,0,1,0,0,2,886,0.00225733634311512,0.00225733634311512
"DF1",0.2,4,6,4,52,58,2,20,28,174,1024,0.169921875,0.169921875
"DF1",0.2,0,0,0,1,5,0,3,0,9,824,0.0109223300970874,0.0109223300970874
"DF1",0.2,0,0,0,2,3,1,4,2,12,2427,0.00494437577255871,0.00494437577255871
"DF1",0.2,0,0,0,0,1,0,1,2,4,1065,0.00375586854460094,0.00375586854460094
"DF1",0.2,0,0,0,0,0,0,0,0,0,854,0,0
"DF1",0.2,0,0,0,0,2,0,1,2,5,1206,0.00414593698175788,0.00414593698175788
"DF1",0.2,1,0,0,1,0,0,2,1,5,1768,0.00282805429864253,0.00282805429864253
"DF1",0.2,3,7,16,59,93,60,139,102,479,6790,0.0705449189985272,0.0705449189985272
"DF1",0.2,1,12,8,134,77,27,27,71,357,997,0.358074222668004,0.358074222668004
"DF1",0.2,2,0,3,12,28,3,20,5,73,4033,0.0181006694768163,0.0181006694768163
"DF1",0.2,0,0,0,1,1,0,0,1,3,1911,0.00156985871271586,0.00156985871271586
"DF1",0.2,2,5,0,0,24,8,20,34,93,921,0.100977198697068,0.100977198697068
"DF1",0.2,0,0,0,0,1,1,0,0,2,1033,0.00193610842207164,0.00193610842207164
"DF1",0.2,0,0,0,2,1,0,0,0,3,890,0.00337078651685393,0.00337078651685393
"DF1",0.2,2,3,0,12,35,2,14,10,78,6380,0.0122257053291536,0.0122257053291536
"DF1",0.2,0,0,0,0,0,0,1,2,3,3185,0.000941915227629513,0.000941915227629513
"DF1",0.2,1,2,1,162,21,11,12,25,235,758,0.310026385224274,0.310026385224274
"DF1",0.2,0,0,0,1,1,0,0,1,3,1505,0.00199335548172757,0.00199335548172757
"DF1",0.2,0,0,0,0,0,0,0,2,2,1954,0.00102354145342886,0.00102354145342886
"DF1",0.2,0,0,0,0,0,0,0,1,1,1373,0.000728332119446468,0.000728332119446468
"DF1",0.2,0,0,0,2,0,0,0,0,2,2216,0.000902527075812274,0.000902527075812274
"DF1",0.2,0,0,0,2,1,0,0,3,6,1383,0.00433839479392625,0.00433839479392625
"DF1",0.2,0,0,0,1,0,1,0,0,2,652,0.00306748466257669,0.00306748466257669
"DF1",0.2,0,1,0,0,1,2,0,1,5,1424,0.00351123595505618,0.00351123595505618
"DF1",0.2,0,0,0,1,0,0,0,0,1,1383,0.000723065798987708,0.000723065798987708
"DF1",0.2,0,0,1,0,0,0,0,0,1,861,0.00116144018583043,0.00116144018583043
"DF1",0.2,0,0,0,1,0,0,1,6,8,2494,0.00320769847634322,0.00320769847634322
"DF1",0.2,0,3,5,45,140,106,115,127,541,3449,0.156857060017396,0.156857060017396
"DF1",0.2,1,8,0,323,123,50,131,80,716,3507,0.204163102366695,0.204163102366695
"DF1",0.2,0,0,0,1,1,0,1,1,4,2541,0.00157418339236521,0.00157418339236521
"DF1",0.2,0,0,0,2,1,0,2,2,7,2554,0.00274079874706343,0.00274079874706343
"DF1",0.2,0,0,0,0,2,1,1,0,4,1555,0.00257234726688103,0.00257234726688103
"DF1",0.2,8,9,7,164,127,22,67,91,495,2099,0.235826584087661,0.235826584087661
"DF1",0.2,0,1,0,1,0,0,1,2,5,1582,0.00316055625790139,0.00316055625790139
"DF1",0.2,0,0,0,2,1,0,1,2,6,1338,0.00448430493273543,0.00448430493273543
"DF1",0.2,0,2,0,13,11,6,20,8,60,17165,0.00349548499854355,0.00349548499854355
"DF1",0.2,0,0,0,1,2,0,0,0,3,1931,0.00155359917141378,0.00155359917141378
"DF1",0.2,0,0,2,2,0,3,0,5,12,2400,0.005,0.005
"DF1",0.2,0,0,0,0,2,0,1,3,6,1304,0.00460122699386503,0.00460122699386503
"DF1",0.2,0,0,1,8,8,1,10,3,31,5552,0.0055835734870317,0.0055835734870317
"DF1",0.2,1,0,0,0,0,3,0,1,5,1721,0.00290528762347472,0.00290528762347472
"DF1",0.2,0,0,0,1,0,1,1,3,6,1797,0.00333889816360601,0.00333889816360601
"DF1",0.2,0,0,0,1,1,0,0,0,2,1300,0.00153846153846154,0.00153846153846154
"DF1",0.2,2,1,0,1,2,0,0,2,8,868,0.00921658986175115,0.00921658986175115
"DF1",0.2,0,1,0,0,0,0,0,4,5,1933,0.00258665287118469,0.00258665287118469
"DF1",0.2,0,0,0,0,0,0,0,1,1,690,0.00144927536231884,0.00144927536231884
"DF1",0.2,0,0,0,18,13,11,11,14,67,16086,0.0041651125202039,0.0041651125202039
"DF1",0.2,0,5,1,19,16,8,14,29,92,784,0.11734693877551,0.11734693877551
"DF1",0.2,0,0,0,0,0,0,2,1,3,1058,0.00283553875236295,0.00283553875236295
"DF1",0.2,1,13,1,2,21,8,18,8,72,945,0.0761904761904762,0.0761904761904762
"DF1",0.2,3,6,4,142,71,14,36,61,337,708,0.475988700564972,0.475988700564972
"DF1",0.2,5,8,3,140,44,22,18,56,296,944,0.313559322033898,0.313559322033898
